name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Central Woodward Christian Church,42.38173803700004,-83.08046171499996,building,2012,"Central Woodward Christian Church
The Detroit firm George D. Mason and Company designed this building for the Disciples of Christ in 1927. Although the structure remains relatively unchanged since its completion in 1928, the windows reflect the significant changes that occurred as the building was adapted for use by the predominantly African American Little Rock Baptist Church, which purchased the structure in 1978. In 1990 an extensive campaign began to replace the original colorless windows with stained glass. The south facade contains the African American Pulpit window depicting portraits…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/957/attachments/1060,https://catalog.archives.gov/id/25338589,Wayne,Detroit
"Carpenter, David, House",41.83566860000018,-83.87168718099997,building,2012,"Carpenter House
This Greek Revival mansion was built in 1851 for David Carpenter, one of Lenawee County’s most prominent early residents. Born in New York State, he moved to Blissfield in 1838, and became a wealthy farmer and merchant. After his death in 1891, the house served as a private residence until 1960, when it became a restaurant. The building’s only major exterior alteration has been the addition of second story wings and porches.",,https://catalog.archives.gov/id/25339858,Lenawee,Blissfield
"Upton, William, House",42.591441872000026,-83.01162335399988,building,2012,"Upton House
<div>Constructed in 1866-67, the William Upton House is one of the oldest surviving nineteenth-century brick dwellings in Sterling Heights. Italianate in style, the house features a reconstructed open porch topped by a second-story balustrade, a cupola, period chimneys and refurbished window units. According to oral tradition, the interior building materials were imported from England. Most farmsteads of this era were constructed of wood; the brick used on this one demonstrates the affluence of its builder. By 1891 the Upton farm consisted of 138 acres. Upton farmed the land and s…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/974/attachments/1081,https://catalog.archives.gov/id/25339984,Macomb,Sterling Heights
Honolulu House,42.272815695000126,-84.96442677499994,building,2012,"Honolulu House
Abner Pratt settled in Marshall in 1839 and in the 1850s became chief justice of the state supreme court. In 1857-59 he was United States Consul to the Sandwich (Hawaiian) Islands. Returning home he built this house in 1860 to recreate the island atmosphere. Teak and ebony were used, and murals on the walls depicted tropical plants and animals. In 1887 the interior was changed but the opulent style of the exterior, unique in the Midwest, has survived.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/983/attachments/1090,https://catalog.archives.gov/id/25339010,Calhoun,Marshall
First Presbyterian Church,41.9422551240001,-85.00024637599995,building,2012,"First Presbyterian Church
Organized in 1837, the same year that Coldwater became a village, the local Presbyterian society held services in various quarters until 1844, when it erected its first church. It completed the present Romanesque Revival-style brick church in 1869 at a cost of $40,104. The 185-foot steeple, one of the highest in southern Michigan and the chief landmark of the city, was made possible by a gift from S. M. Seedy. The Meneely bell came from West Troy, New York, in 1853. In early times, the church often served as a lecture and concert hall. Sojourner Truth, former slave a…",,https://catalog.archives.gov/id/25338991,Branch,Coldwater
"Freer, Charles Lang, House",42.361814889000065,-83.06668911199995,building,2012,"Charles Lang Freer House
Detroit industrialist Charles Lang Freer prospered primarily as a railroad car manufacturer. This house, considered Michigan’s finest example of the Shingle Style, was designed by Wilson Eyre Jr. of Philadelphia and built in 1890. Here Freer (1854-1919) assembled one of the most extensive Asian art collections in the world. He also collected Pewabic Pottery and the work of contemporary American artists such as Whistler, Dewing, and Tryon. A 1905 addition incorporated the “Peacock Room,” decorated by James Whistler, which was removed from a house in England and transpl…",,https://catalog.archives.gov/id/25340848,Wayne,Detroit
Hamtramck Stadium,42.39034394900017,-83.05042675099997,structure,2022,"Hamtramck Stadium
When the Negro National League was founded in 1920, one of its eight charter teams was the Detroit Stars, who played at Mack Park on Detroit’s East Side. A 1929 fire damaged Mack Park, so owner John Roesink built Hamtramck Stadium in 1930 on land leased from the Detroit Lumber Company. The new stadium had a twelve-foot-high metal outfield fence, box seating, and bleachers down the right field line. In May 1930, some 9,000 fans attended the grand opening, where former Detroit Tiger Ty Cobb threw out the first pitch. In June 1930, Michigan’s first night baseball game was playe…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1005/attachments/1108,https://catalog.archives.gov/id/25341136,Wayne,Hamtramck
Lapeer County Courthouse,43.05404668300019,-83.31070473199998,building,2012,"Lapeer County
Set off by Gov. Cass in 1822, this county took its name from the French La Pierre, a translation of the Indian name for the Flint River. Settlers began to arrive in 1828. The county seat, founded in 1831, was also named Lapeer. Organization of the county government took place in 1835. This courthouse, built in 1839, is the oldest one still in use in Michigan. Farming is the county’s principal economic activity, and it was here that the first local Grange in Michigan was founded in 1872.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1009/attachments/1118,https://catalog.archives.gov/id/25339812,Lapeer,Lapeer
Clio Depot,43.17761989800005,-83.73749488499992,building,2012,"Clio Depot
In 1862 the Flint and Pere Marquette Railroad built its original 26.1-mile section of track from Saginaw to Mount Morris. It selected Clio, originally known as Varna, as a railroad station location. The area around Varna was covered with white pine. The railroad thrived on the shipment of logs, lumber, and wood products. In 1873 Varna changed its name to Clio and this frame depot was built. As the surrounding forests were cleared, rich farmland became available. By 1881 Clio had a population of 550 and boasted a blacksmith shop, a flour mill, a shingle mill, a grain elevator, and n…",,https://catalog.archives.gov/id/25337887,Genesee,Clio
Grand Trunk Western Rail Station/Lansing Depot,42.719450629999976,-84.55135025299991,building,2012,"Grand Trunk Depot
Constructed in 1902, this castle-like building with its square tower was the Lansing station for the Grand Trunk Western Railroad until 1971. For decades passengers streamed through its doors. Here servicemen left for and returned from military duty. Children and adults alike associated this depot with the excitement of travel and vacations. The city’s joys and sorrows were reflected in this rail station; greetings and goodbyes were its most vital ingredients. But gradually rail travel ebbed. Renovated as a restaurant in 1972, the building’s exterior remains unchanged. Geral…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1022/attachments/1127,https://catalog.archives.gov/id/25339503,Ingham,Lansing
Dunbar Hospital,42.36177907600005,-83.05867346499991,building,2012,"Dunbar Hospital
At the time of World War I, health care for black Detroiters was inferior to that available for whites. Black physicians could not join the staffs of Detroit’s white hospitals. On May 20, 1918, thirty black doctors, members of the Allied Medical Society (now the Detroit Medical Society) incorporated Dunbar Hospital, the city’s first non-profit community hospital for the black population. It also housed the first black nursing school in Detroit. Located in a reform-minded neighborhood, this area was the center of a social and cultural emergence of the black residents of the cit…",,https://catalog.archives.gov/id/25340998,Wayne,Detroit
Scarab Club,42.35990481500016,-83.06274076899983,building,2012,"Scarab Club
Founded in 1907, the Scarab Club is one of Michigan’s oldest arts organizations. Originally called the Hopkin Club after Detroit marine painter Robert Hopkin, it was renamed in 1913. The scarab, an Egyptian symbol of rebirth, represents the club’s commitment to the perpetual renewal of the arts in Detroit. Lancelot Sukert of Detroit designed the clubhouse, which opened on October 5, 1928. The exterior exhibits a Northern Renaissance Revival influence and features the club logo in Pewabic tile. The interior, which houses studios, galleries and classrooms, reflects the Arts and Craf…",,https://catalog.archives.gov/id/25340864,Wayne,Detroit
"Cohodas, Sam, Lodge",46.525901135000026,-88.00420889299994,district,2012,"Sam Cohodas Lodge
This lodge, built for Russian immigrant Sam Cohodas, symbolizes the Upper Peninsula’s ethnic diversity. Finnish craftsmen erected this massive lodge in 1934, according to plans by local architect and Swedish immigrant David Anderson. The rustic log lodge is built of materials gathered within a fifteen-mile radius of this site. Cohodas was one of the nation’s leading fruit wholesalers. The Sam Cohodas Lodge was listed in the National Register of Historic Places in 1991.

Sam Cohodas
In 1903 Sam Cohodas (1895-1988) and his family left present-day Byelorussia, U.S.S.R., joining…",,https://catalog.archives.gov/id/25340045,Marquette,Champion
Grace Episcopal Church,41.984279583000095,-84.6603453709999,building,2012,"Grace Episcopal Church
William N. Lyster, Irish-born missionary, preached in Jonesville in 1836, and Darius Barker organized the parish in 1838. A church featuring Classical and Gothic styling was begun in 1844 and consecrated by Bishop Samuel McCoskry in 1848. Panelling and furniture made from black walnut are still in place. William Walton Murphy, a founder and vestryman, was Abraham Lincoln’s consul-general to the German city of Frankfurt.",,https://catalog.archives.gov/id/25339363,Hillsdale,Jonesville
Francis Metallic Surfboat,42.64400500000004,-86.20365099999998,structure,2024,"Francis Metallic Surfboat
From about 1854 to at least 1863, this surfboat was used for lifesaving purposes near the Saugatuck Lighthouse. It was one of 48 used on the Great Lakes and one of 137 used nationally. Joseph Francis, owner of the Francis Metallic Lifeboat Company, used his patented press to form the boats’ metal hulls. In 1890 Francis was awarded a Congressional Gold Medal for his many inventions used to improve life-saving. In 2015 this boat was listed in the National Register of Historic Places.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1070/attachments/1164,,Allegan,Douglas
Alpena County Courthouse,45.06812696500003,-83.44153846699993,building,2012,"Alpena County Courthouse
“Alpena has blazed a new trail in construction,” architect William H. Kuni of Detroit declared at the opening of the Alpena County Courthouse on October 21, 1935.  Calling it “the first monolithic building erected in a cold climate,” Kuni designed the Art Deco structure to be built of local Portland cement. Cement construction during the winter was believed impossible in Alpena; however, cold-weather building projects answered the need for winter employment during the Great Depression. The courthouse, financed by local bonds and the Public Works Administration, demons…",,https://catalog.archives.gov/id/25338843,Alpena,Alpena
Paddock--Hubbard House,42.17767186600008,-84.64040055099997,building,2012,"Paddock-Hubbard House
In 1843 New York natives Alfred and Ruth Paddock migrated to Concord Township. Within two years they erected this Greek Revival house, reminiscent of those in their home state. A prominent merchant, Alfred Paddock (1805-1870) owned and operated one of Concord’s first flour mills. He served as township supervisor from 1844 to 1849 and in the Michigan State Senate from 1853 to 1854. In 1854 the Paddocks hosted Concord’s first meeting of the Universalist Society in this house.

Paddock-Hubbard House
In February 1897 Truman and Cora Hubbard rented this house from the Paddock…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1075/attachments/1172,https://catalog.archives.gov/id/25339591,Jackson,Concord
"Carveth, John, House",42.71115140400007,-85.4741082669999,building,2012,"John Carveth House
In 1867 Ionia County native John Carveth (1841-1910) settled in Middleville to read law. In 1868, after the completion of his studies, he was admitted to the bar and established a practice in Middleville. Carveth served one term as state senator for Barry and Eaton Counties in 1885-86. Carveth moved to Grand Rapids in 1895 and sold the house to his brother-in-law and former law partner Aaron Clark, a wealthy landowner and founder of the Bank of Caledonia.

John Carveth House
State Senator John Carveth built this elaborate Queen Anne house in 1886. The asymmetry, spindlework…",,https://catalog.archives.gov/id/25338873,Barry,Middleville
"Stuart, Charles E., House",42.29532513200017,-85.59796159699995,building,2012,"The Stuart House
This historic house was built in 1858 for United States Senator Charles E. Stuart. As one of the leading lawyers and Democratic politicians of his day, Stuart naturally desired a house befitting his position. Thus it included tile and marble from Italy, stenciled and wood-paneled walls, Tiffany light fixtures, a great ballroom, and Kalamazoo’s first indoor bathroom! Stables and beautiful gardens were found on the estate. Stuart died in 1887. The Tau Kappa Epsilon fraternity acquired the house in 1956.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1100/attachments/1200,https://catalog.archives.gov/id/25339651,Kalamazoo,Kalamazoo
Governor's Mansion,42.26493821300011,-84.95444699399991,building,2012,"Governor's Mansion
State Senator James Wright Gordon built this Greek Revival house in 1839, the year he introduced a bill to make his town state capital. Land near his house had been selected for the capitol grounds. Marshall’s hopes were not fulfilled but Gordon became lieutenant governor in 1840, and acting governor in 1841 upon the resignation of William Woodbridge. In 1967 the property was deeded to the Mary Marshall Chapter of the Daughters of the American Revolution.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1103/attachments/2355,https://catalog.archives.gov/id/25339006,Calhoun,Marshall
Battle Creek City Hall,42.31682043000001,-85.17932153299995,building,2012,"Battle Creek City Hall
Ernest W. Arnold designed this Beaux-Arts classical city hall “to harmonize with the post office” located directly across Division Street. Seirn B. Cole Construction completed it in 1914.        The building’s interior is embellished with marble wainscoting, cherry trim, and terrazzo floors. To correct an inaccurate portrayal of Indigenous history, one of the stained-glass windows in the stairwells was replaced by a modern medallion in 2019. The city hall was listed in the National Register of Historic Places in 1984.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1104/attachments/2413,https://catalog.archives.gov/id/25339054,Calhoun,Battle Creek
"Chapin, Henry A., House",41.829347054000095,-86.25339207599995,building,2012,"The Chapin House
This Queen Anne style house, completed in 1884, was the Henry A. Chapin family home until 1902. In 1932 when the city of Niles bought the property at auction for three hundred dollars, the Chapin grandchildren stipulated that it be used only for civic purposes. Now serving as the Niles City Hall, the house is built of local brick and terra cotta tile. The interior is ornamented with leaded glass windows and transoms, handcarved woodwork, and stenciled ceilings. In 1939 the Works Progress Administration joined the carriage house to another outbuilding, thus creating the Fort S…",,https://catalog.archives.gov/id/25338937,Berrien,Niles
Women's Clubs Building,42.36253997800014,-83.06269814599995,building,2023,"Detroit Association of Women's Clubs
The Detroit Association of Colored Women’s Clubs was organized on April 8, 1921, with eight clubs. This association reached its peak membership in 1945 with seventy-three clubs and three thousand members. Affiliated with the Michigan and the National Associations of Colored Women’s Clubs, the Detroit association fosters educational, philanthropic, and social programs. The association was incorporated in 1941. That same year, supported by a mortgage on its president’s home, the association purchased its present clubhouse, a handsome Colonial Revival-style s…",,https://catalog.archives.gov/id/25340812,Wayne,Detroit
Central Methodist Episcopal Church,42.73500430400015,-84.55440287499992,building,2012,"Central United Methodist Church
The first recorded Methodist meeting in Lansing was held in 1845 when the Reverend Lewis Coburn preached in the log cabin of Joab Page of North Lansing. In 1850 a Methodist class (congregation) was formed in what is now central Lansing. Its first leader was Reverend Resin Sapp, chaplain of the Michigan legislature. Services were held at Representative Hall in the old state capitol. The same year, the state deeded land at the corner of Washington Avenue and Ottawa Street to the First Methodist Episcopal Church under Public Act No. 231 of 1848. That land was subs…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1132/attachments/1223,https://catalog.archives.gov/id/25337953,Ingham,Lansing
St. John's Lutheran Church,41.89631055100011,-84.0305019239999,building,2012,"St. John's Lutheran Church
The Reverend William Hattestaedt helped organize St. John’s Lutheran Church in 1847. Until their first church was completed in 1849, the original congregation, fourteen German families, met in a church that belonged to the Episcopalians. Services were held every three to four weeks until 1850, when the Reverend Phillip J. Trautman was installed as the first full-time pastor. On July 1, 1861, the congregation laid the cornerstone for the present church. The structure was dedicated on June 29, 1862. It was enlarged in 1896. The handsome stained glass windows depicting…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1164/attachments/1261,https://catalog.archives.gov/id/25339900,Lenawee,Adrian
Muir Church of Christ,42.99970312800019,-84.94117205799996,building,2012,"Church of Christ
In 1856 the Reverend Isaac Errett organized Disciples of Christ congregations in Montrose (present-day Muir) and Lyons. Membership grew quickly, and in 1861 this church was built to serve Muir. The board-and-batten Gothic Revival exterior masks a simple meetinghouse interior. In 1881 Errett was the principal speaker at the funeral of his friend President James A. Garfield, who visited Muir in 1862. The Muir Church of Christ is listed in the National Register of Historic Places.",,https://catalog.archives.gov/id/25339555,Ionia,Muir
Cooke Hydroelectric Plant,44.472470545000185,-83.57170335799987,district,2012,"Cooke Hydroelectric Plant
William Augustine Foote, a Jackson entrepreneur, built a series of hydroelectric plants along the Au Sable River with the help of his brother, electrical engineer James Berry Foote. The Footes enlisted the aid of civil engineer William Fargo and construction supervisor Grant Cochran, and in 1910 began constructing the Cooke Hydroelectric Plant. The first of six hydros built on the lower Au Sable River, the plant opened the following year. Its 140,000-volt transmission line (the highest voltage in use at that time) extended 125 miles to Flint. The facility was named f…",,https://catalog.archives.gov/id/25339562,Iosco,Oscoda
Mason County Courthouse,43.954836524000086,-86.44448070999995,building,2012,"Mason County
The first permanent Euro-American settlement in Mason County began in 1847 when New York native Burr Caswell and his family arrived at the mouth of the Pere Marquette River. The Caswells lived in a driftwood cabin near the Ottawa village of Nindebekatunning. Abundant pine forests attracted lumbermen including Charles Mears, James Ludington, and Eber Brock Ward. In 1855 the state legislature organized Mason County, named for Michigan’s first governor, Stevens T. Mason. The Caswell farmhouse in Pere Marquette Township served as the county seat. In 1860 Charles Mears persuaded the b…",,https://catalog.archives.gov/id/25340099,Mason,Ludington
South Berrien Center Union Church and Cemetery,41.92962209600007,-86.27200806499997,district,2012,"Union Church and Cemetery
In 1857 Protestants of different denominations established a church and cemetery on property purchased from Zera and Eliza Wright. They dedicated the Greek Revival-style Union Church on July 4, 1858. The denominations held services on alternating Sundays until 1915. Throughout the years elaborate Memorial Day celebrations have been held at the church. The Ladies Aid Society has maintained the church since 1891.",,https://catalog.archives.gov/id/25338927,Berrien,Berrien
Mission House,45.85102268600019,-84.60738302899995,building,2012,"Mission House
In 1823 the Reverend William Ferry founded a mission on Mackinac Island on land now known as Mission Point. Two years later he and his wife, Amanda, erected this building as a boarding school for Indian children. In 1827, 112 students attended the school. The majority of the resident pupils were metis, children of Indian and Euro-American parents. The mission closed in 1837. In 1849 Edward A. Franks opened the Mission House Hotel after adding a third story to the structure. The Franks family operated the hotel until 1939 when it was sold and converted to a rooming house. In 1946…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1194/attachments/1293,https://catalog.archives.gov/id/25339968,Mackinac,Mackinac Island
"Baker, Henry W., House",42.37207888900008,-83.46732213799999,building,2012,"Baker House
Henry W. Baker (1833-1920) built this Italianate-style house in 1875. Born in Richmond, New York, Baker had moved to this area while still a boy. As a young man, he worked as a photographer, a merchant, and a lumberman. At the age of forty-nine he helped found the Plymouth Iron Windmill Company, which in 1895 became the Daisy Manufacturing Company. The company, now best known for its BB guns, operated in Plymouth until 1958, when new owners moved it to Arkansas. Baker’s descendants lived here until 1943.",,https://catalog.archives.gov/id/25341010,Wayne,Plymouth
Iron County Courthouse,46.09664836400008,-88.33546261499998,building,2012,"Iron County
This county was set off in 1885 from Marquette and Menominee Counties. Iron ore deposits, which gave the new county its name, were the first on the Menominee Iron Range to be discovered. Shipping of ores began in 1882 when the railroad came in. Iron River was the first county seat, but in 1889, after a celebrated struggle, the government was shifted to Crystal Falls. Logging, which began in 1875, has been second only to mining in Iron County’s economy.

Iron County
J. C. Clancy designed this Richardsonian Romanesque-style building, which was completed in 1891. Constructed of regio…",,https://catalog.archives.gov/id/25339568,Iron,Crystal Falls
Ford Piquette Avenue Plant,42.368594594000164,-83.06557297299997,building,2022,"Ford Piquette Plant
Completed in 1904, the Piquette Avenue Plant was the first factory built by the Ford Motor Company. The building was designed by the Detroit firm of Field, Hinchman and Smith. Models B, C, F, K, N, R, S, and T were produced here between 1904 and 1910 when Ford became the world’s largest producer of automobiles. In 1908 Henry Ford, C. Harold Wills, Joseph Galamb and others designed the Model T, the first automobile built for the masses. Seeking more efficiency, Ford experimented with aspects of the moving assembly line at Piquette. New technology and demand for the Model T…",,https://catalog.archives.gov/id/25341152,Wayne,Detroit
Marquette County Courthouse,46.54158827200012,-87.39661481299999,building,2012,"Marquette County Courthouse
This Neoclassical Revival structure, designed by Charlton and Gilbert of Marquette, was constructed in 1902-04 at a cost of $210,000. Built of local sandstone, it is the second courthouse to occupy this site. In a case tried here in 1913, President Theodore Roosevelt won a libel suit against Ishpeming newspaper publisher George Newett and was awarded six cents, “the price of a good newspaper.” Another case tried here inspired Anatomy of a Murder, a novel by Ishpeming resident John D. Voelker. In 1959 the courthouse was the setting of the motion picture based on the…",,https://catalog.archives.gov/id/25340075,Marquette,Marquette
Saints Peter And Paul Church,42.332067097000035,-83.03816204699996,building,2012,"S.S. Peter and Paul Church
This is the oldest extant church in Detroit. Designed by Francis Letourno in the basilica form, it was built between 1844 and 1848 and served for twenty-nine years as the cathedral of the Detroit diocese under Bishop Lefevere. In 1877 Bishop Borgess gave the parish to the Jesuit Fathers to build a college here. This is now the University of Detroit. The church exterior retains its original simplicity and dignity.",,https://catalog.archives.gov/id/25341046,Wayne,Detroit
"Harmonie Club, The",42.33632811100018,-83.04667516899991,building,2012,"Germantown
Fleeing political unrest in their homeland, Germans began arriving in Detroit during the 1830s. Lured by state of Michigan recruiting pamphlets, German musicians, teachers and professionals joined increasing numbers of immigrants in Detroit. By 1880 20 percent of the city’s population was German-born. Most of these immigrants settled in this area, known as Germantown, between the Jefferson and Gratiot Avenue corridors. Many opened shops and businesses ranging from breweries to tailoring shops to tanneries. Harmonie Park, its name associated with the nearby Harmonie Club, was an imp…",,https://catalog.archives.gov/id/25341082,Wayne,Detroit
Stockbridge Town Hall,42.45064764300006,-84.17942012199995,building,2012,"Stockbridge Town Hall
Designed by Elijah E. Myers, the Stockbridge Town Hall was constructed by Mitter and Heuderlong in 1892. This stately Romanesque structure was built to house local township offices and a community center. In addition to local township business, the hall has also been the setting for lectures, musicals and numerous social gatherings. It was listed on the National Register of Historic Places in 1980. A federal grant and local taxes provided the money for the massive restoration that was completed in 1982.",,https://catalog.archives.gov/id/25339485,Ingham,Stockbridge
State Savings Bank,42.329731823000074,-83.04791754799993,building,2012,"State Savings Bank
Completed in 1900, this is Michigan’s preeminent example of design by the internationally renowned architects, McKim, Mead and White of New York. The three-story Neoclassical structure features a white marble exterior with bronze window units. Among its superbly crafted interior features are carved Roman arched colonnades with bronze grill work and gold-leaf detail on the two-story-high ceiling of the main room. In 1907 Peoples Savings Bank (established in 1871) merged with the State Savings Bank (established in 1833) and made this structure its home. Having outgrown these…",,https://catalog.archives.gov/id/25340894,Wayne,Detroit
Eaton County Courthouse,42.564474309000104,-84.8366633089999,building,2012,"Eaton County
Eaton County was organized in 1837 and named for President Andrew Jackson’s war secretary, John H. Eaton. Pioneers had come to Bellevue, the first county seat, in 1833. The county was settled chiefly by New Englanders who founded communities in Charlotte, Delta Mills, Eaton Rapids, Grand Ledge, Olivet, and Vermontville. In 1840 Charlotte became the county seat. Five years later a modest Greek Revival courthouse was erected on the courthouse square, the site of county government from 1845 to 1976. (That building is now located in Bennett Park.) A second courthouse was built here i…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1257/attachments/1368,https://catalog.archives.gov/id/25339232,Eaton,Charlotte
Midland County Courthouse,43.61395012500009,-84.24731345799988,building,2012,"Midland County Courthouse
<div>In 1831 the first white settlers in the area built a fur trading post near this site, called “Little Forks” by the Indians. When Midland County was organized in 1850, 65 people lived here. In 1856, Henry C. Ashmun, the county’s first prosecuting attorney, was authorized to locate a courthouse, and he chose this site. The original courthouse served until 1926. In 1919, Mayor Joseph A. Cavanagh proposed that a new courthouse be built at this site. Voters approved a $225,000 bond issue in 1920 and, in gratitude for the war effort of area servicemen, invited the Mid…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1260/attachments/1372,https://catalog.archives.gov/id/25340132,Midland,Midland
"Richard, Pere Gabriel, Elementary School",42.39523599800003,-82.90497958499991,building,2012,"Pere Gabriel Richard Elementary School
This school, named for Catholic missionary and educator Pere Gabriel Richard (1767-1832), opened on September 30, 1930. Detroit architect Robert O. Derrick, who planned many Georgian and Colonial Revival houses in Grosse Pointe as well as Dearborn’s Henry Ford Museum, designed the school in the French Renaissance style. The school’s interior features Pewabic tile fireplaces and fishponds, decorative plasterwork, and marble hallways.",,https://catalog.archives.gov/id/25340738,Wayne,Grosse Pointe Farms
Capitol Park Historic District,42.33294593700014,-83.04947842899985,district,2012,"Michigan´s First Capitol
At noon on September 22, 1823, citizens and dignitaries joined a Masonic procession to place the cornerstone for the capitol of the Michigan Territory on this site. The red brick building, designed by Obed Wait, had “a lofty Portico, consisting of six columns of the Ionic order” and a 140-foot tower. The Legislative Council opened its first session in the completed building on May 5, 1828. Here Michigan’s leaders fought for statehood and drafted their first constitution. Though Michigan did not formally achieve statehood until January 26, 1837, it inaugurated Stevens…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1276/attachments/1390,https://catalog.archives.gov/id/25341180,Wayne,Detroit
Vermontville Opera House,42.627058889999994,-85.0244648389999,building,2012,"Opera House
Vermontville Opera House, completed in 1898, is still the main center of community activities. The two-story red brick structure with cut stone foundation, and an off-center tower over the front entrance, was constructed with funds solicited from the township and village. Stage plays, political events, social gatherings, and religious services have taken place here. L. Vern Slout and his players, one of Michigan’s oldest tent companies, gave first and last performances in this opera hall, now used in part as a public library.",,https://catalog.archives.gov/id/25339244,Eaton,Vermontville
First Baptist Church of Grand Blanc,42.942190351000136,-83.64809769199996,building,2012,"First Baptist Church
As Americans settled the wilderness areas of Michigan, religious services were often the first community concern. Beginning in 1831, traveling preachers visited this area, holding revival and prayer meetings, and starting new congregations. One of the earliest Protestant churches between Pontiac and the Mackinac area was the First Baptist Church of Grand Blanc founded on June 1, 1833. Two preachers from Pontiac helped organize the society. It was kept alive and active after the preachers moved on by Daniel Williams, Alfred Brainard, and John Tupper, all of whom were deaco…",,https://catalog.archives.gov/id/25337891,Genesee,Grand Blanc
Mariners' Church,42.32947787300003,-83.04196219899995,building,2012,"U. S. Topographical Engineers
When Michigan became a state in 1837, the Detroit office of the U.S. Topographical Engineers was headquartered on this site. The topographical engineers helped transform Michigan from a wilderness into a prosperous state. They also played a vital role in Great Lakes navigation before the Civil War. First appointed in 1813, the engineers surveyed land, canals, railroads, and harbors, and platted military positions relative to roads, villages, rivers, and ravines. They also constructed lighthouses. During the 1820s and 1830s engineers from the Detroit office built…",,https://catalog.archives.gov/id/25341050,Wayne,Detroit
Sweetest Heart Of Mary Roman Catholic Church,42.358372495000026,-83.04775534299996,building,2012,"Sweetest Heart of Mary Catholic Church
During the late nineteenth century many Polish immigrants fleeing oppression came to Detroit. In 1886 a group of them organized the school that was the beginning of Sweetest Heart of Mary Parish. On December 8, 1888, the Reverend Dominic H. Kolasinski, former pastor and builder of neighboring St. Albertus Church, became their pastor without episcopal approval. Under his leadership, construction of this late Victorian Gothic church began in July 1890. On February 18, 1894, the parish officially became part of the Diocese of Detroit. The church’s windows,…",,https://catalog.archives.gov/id/25341026,Wayne,Detroit
Capitol Hill School,42.26448490399997,-84.95276423499995,building,2012,"Capitol Hill School
This 1860 building is the last of three Gothic Revival schools in Marshall. The name comes from its location on a site proposed for the Michigan state capitol. Donated to the Marshall Historical Society by the Board of Education in 1967, it is today a children’s museum with a restored nineteenth century classroom. It is listed in the Historic American Buildings Survey and the National Register of Historic Places.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1349/attachments/1448,https://catalog.archives.gov/id/25339044,Calhoun,Marshall
"Whaley, Robert J., House",43.01977215400011,-83.68444483399986,building,2012,"Whaley House
The central portion of this handsome Victorian home was built in the late 1850s. Several prominent Flint families lived in it before Robert J. Whaley purchased it 1884. Whaley, a local lumberman and banker, remodeled the house extensively. Three bays, the library alcove, and a west-end addition were among the exterior changes. The interior was enhanced by adding ornate woodwork and colorful tiled fireplaces. In 1925 Whaley’s wife endowed the house, making it a home for elderly women. In 1975 it became a public museum.

Robert J. Whaley
Robert J. Whaley was born in Castile, New Yo…",,https://catalog.archives.gov/id/25339288,Genesee,Flint
