name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
"Woodhouse, John T., House",42.40676875200017,-82.88831595299996,building,2012,,,https://catalog.archives.gov/id/25340822,Wayne,Grosse Pointe Farms
Mellus Newspapers Building,42.25173683800016,-83.1753379729999,building,2012,,,https://catalog.archives.gov/id/25340798,Wayne,Lincoln Park
"Roach, W.R., Cannery Warehouse and Office Building",43.27255079500002,-82.61495726199992,building,2012,,,https://catalog.archives.gov/id/25340452,Sanilac,Croswell
General Motors Research Laboratory,42.368062462000175,-83.07478790699992,building,2012,,,https://catalog.archives.gov/id/25341156,Wayne,Detroit
Alger Theater,42.40370366000002,-82.93707304999985,building,2012,,,https://catalog.archives.gov/id/25341140,Wayne,Detroit
Barlum Tower,42.33154999900006,-83.04484999999988,building,2012,,,https://catalog.archives.gov/id/25340786,Wayne,Detroit
"Schmidt, Carl E. and Alice Candler, House",42.40505853500013,-82.8882645949999,building,2012,,,https://catalog.archives.gov/id/25340958,Wayne,Grosse Pointe Farms
B and C Grocery Building,42.485839616000185,-83.14401599599984,building,2012,,,https://catalog.archives.gov/id/25340202,Oakland,Royal Oak
"Goss, Arnold and Gertrude, House",42.29067291700011,-83.69895415599991,building,2012,,,https://catalog.archives.gov/id/25340597,Washtenaw,Ann Arbor
Hilzinger Block,42.48970032700015,-83.14463466399997,building,2012,,,https://catalog.archives.gov/id/25340310,Oakland,Royal Oak
Park Avenue Hotel,42.34110454100016,-83.05654155599984,building,2012,,,https://catalog.archives.gov/id/25340874,Wayne,Detroit
Eddystone Hotel,42.34164020500008,-83.05680181399998,building,2012,,,https://catalog.archives.gov/id/25340876,Wayne,Detroit
"Galloway, John H. and Martha Durfee, House",42.60935631900003,-83.92638442599991,building,2012,,,https://catalog.archives.gov/id/25339924,Livingston,Howell
West Side Dom Polski,42.330486194000066,-83.11056955199994,building,2012,,,https://catalog.archives.gov/id/25340992,Wayne,Detroit
First National Bank and Trust Company Building,43.01495065600016,-83.69036996099999,building,2012,,,https://catalog.archives.gov/id/25339304,Genesee,Flint
"Wardell, The",42.360564049000175,-83.06613807999992,building,2012,,,https://catalog.archives.gov/id/25341074,Wayne,Detroit
Federal Reserve Bank of Chicago Detroit Branch Building,42.33079886000019,-83.04868042599998,building,2012,,,https://catalog.archives.gov/id/25341114,Wayne,Detroit
Berridge Hotel,43.019514110000095,-83.69541673899994,building,2012,,,https://catalog.archives.gov/id/25339316,Genesee,Flint
Tinlinn Apartments,43.01915575100003,-83.69533968799999,building,2012,,,https://catalog.archives.gov/id/25339314,Genesee,Flint
"Endicott, John & Mary Elizabeth Booth, House",42.56319503900011,-83.23120969699994,building,2012,,,https://catalog.archives.gov/id/25340294,Oakland,Bloomfield Hills
Garden Bowl,42.35237516100011,-83.06079452099995,building,2012,,,https://catalog.archives.gov/id/25341138,Wayne,Detroit
Majestic Theater,42.35165950300006,-83.0605282969999,building,2012,,,https://catalog.archives.gov/id/25340740,Wayne,Detroit
"Newberry, Helen, Nurses Home",42.35231351800006,-83.05921413399989,building,2012,,,https://catalog.archives.gov/id/25340972,Wayne,Detroit
"McCoy, Kittie C., House",42.544468773000055,-83.50321060799996,building,2012,,,https://catalog.archives.gov/id/25340328,Oakland,Commerce
Durand High School,42.91557801400012,-83.9865492699999,building,2012,,,https://catalog.archives.gov/id/25340478,Shiawassee,Durand
"O'Dell, H. Augustus and Agnes Cleveland, House--Inch House",42.58800697400005,-83.24489190999986,building,2012,,,https://catalog.archives.gov/id/25340206,Oakland,Bloomfield Hills
Hotel Durant,43.02035688400018,-83.69404238399994,building,2012,,,https://catalog.archives.gov/id/25339296,Genesee,Flint
River Terrace Apartments,42.34883764400007,-82.99609038599993,building,2012,,,https://catalog.archives.gov/id/25340948,Wayne,Detroit
"Eberts, John and Emma Lacey, House",42.207329406000106,-83.15200887299983,building,2012,,,https://catalog.archives.gov/id/25341174,Wayne,Wyandotte
Wyandotte Odd Fellows Temple,42.20513393300007,-83.14902719699995,building,2012,,,https://catalog.archives.gov/id/25341070,Wayne,Wyandotte
"Koebel, Charles J. and Ingrid V. (Frendberg), House",42.40487590400004,-82.89931721699992,building,2012,,,https://catalog.archives.gov/id/25340794,Wayne,Grosse Pointe Farms
Michigan Bell and Western Electric Warehouse,42.40286847400006,-83.11421112099998,building,2012,,,https://catalog.archives.gov/id/25340930,Wayne,Detroit
Odd Fellows Valley Lodge No. 189 Building,43.56958527300002,-83.89364709699998,building,2012,,,https://catalog.archives.gov/id/25338904,Bay,Bay City
"Cass, Lewis, Technical High School",42.33971861400016,-83.05899696499995,building,2012,,,https://catalog.archives.gov/id/25338649,Wayne,Detroit
Greenfield Union School,42.429894143000176,-83.1073520889999,building,2012,,,https://catalog.archives.gov/id/25338645,Wayne,Detroit
McGregor Memorial Conference Center,42.35948595200006,-83.07098408999997,building,2012,,,https://catalog.archives.gov/id/25340778,Wayne,Detroit
Prentis Building and DeRoy Auditorium Complex,42.35772536800004,-83.06874060099993,building,2012,,,https://catalog.archives.gov/id/25340780,Wayne,Detroit
Tushiyah United Hebrew School--Scott Memorial Methodist Episcopal Church,42.363301489000136,-83.05914823299997,building,2012,,,https://catalog.archives.gov/id/25340986,Wayne,Detroit
"Warner, Timothy and Lucretia Jones, Homestead",42.547912645000046,-83.71409888799997,building,2012,,,,Livingston,Brighton
"Taliaferro, Thomas W. and Margaret, House",42.576210316000065,-83.2310651119999,building,2012,,,https://catalog.archives.gov/id/25340278,Oakland,Bloomfield Hills
Woodbridge Neighborhood (Boundary Increase II),42.35179617200008,-83.07789470299991,building,2012,,,https://catalog.archives.gov/id/25340776,Wayne,Detroit
Detroit--Leland Hotel,42.33357772100013,-83.0538384589999,building,2012,,,https://catalog.archives.gov/id/25341062,Wayne,Detroit
Ironwood Carnegie Library,46.455268595000064,-90.16745679999991,building,2013,,,https://catalog.archives.gov/id/25339326,Gogebic,Ironwood
Michigan State Medical Society Building,42.74951372800018,-84.48430988599989,building,2013,,,https://catalog.archives.gov/id/25339479,Ingham,East Lansing
Hiawatha Sportsman's Club 1931 Maintenance Building and Commissary,46.13632152100019,-85.50703998099993,building,2013,,,https://catalog.archives.gov/id/25339970,Mackinac,Millecoquins
Manitou Lodge,46.10258204800005,-85.46033421399993,building,2013,,,https://catalog.archives.gov/id/25339954,Mackinac,Naubinway
Eagle Harbor Coast Guard Station Boathouse,47.460948469000186,-88.14935136199995,building,2013,,,https://catalog.archives.gov/id/25339763,Keweenaw,Eagle Harbor Rd.
St. Peter Cathedral,46.541310602000074,-87.39882986899994,building,2013,,,https://catalog.archives.gov/id/25340049,Marquette,Marquette
"Doty, Duane, School",42.388621852000036,-83.09213291399993,building,2013,,,https://catalog.archives.gov/id/25338541,Wayne,Detroit
"Atkinson, Edmund, School",42.431068346000075,-83.05410962199988,building,2013,,,https://catalog.archives.gov/id/25338655,Wayne,Detroit
"Cooley, Thomas M., High School",42.40214048900009,-83.1969339019999,building,2013,,,https://catalog.archives.gov/id/25338651,Wayne,Detroit
"Miller, Sidney D., Junior High and High School",42.35002881700013,-83.03131256099994,building,2013,,,https://catalog.archives.gov/id/25338657,Wayne,Detroit
Nacirema Club,42.34974444600011,-83.11619199599983,building,2013,,,https://catalog.archives.gov/id/25341144,Wayne,Detroit
Warren Township District No. 4 School,42.499677383000176,-82.97545085299993,building,2013,,,https://catalog.archives.gov/id/25339992,Macomb,Warren
United States Post Office,43.015070013000184,-83.69215875799995,building,2014,,,,Genesee,Flint
United States Immigration Station,42.34374318500016,-83.00877709899999,building,2014,,,,Wayne,Detroit
"Sexton, William K. and Nellie, House",42.60192409400014,-83.93563305599997,building,2014,,,,Livingston,Howell
"Balogh, Tivadar and Dorothy, House",42.35053558300011,-83.53058471899993,building,2014,,,,Wayne,Cherry Hill
"Kessler, William and Margot, House",42.38345475200009,-82.91531697599999,building,2014,,,,Wayne,Grosse Pointe Park
Flint Journal Building,43.01831306700012,-83.68941680699993,building,2014,,,,Genesee,Flint
"Yamasaki, Minoru & Teruko, House",42.58711438200009,-83.2264621839999,building,2014,,,,Oakland,Birmingham
First Federal Building,42.33181875800005,-83.04750396499993,building,2014,,,,Wayne,Detroit
Hanover High School Complex,42.10287306200008,-84.54739863699996,building,2014,,,https://catalog.archives.gov/id/25339613,Jackson,Hanover
Grand Rapids Storage and Van Company Building,42.957494425000036,-85.6347835069999,building,2014,,,https://catalog.archives.gov/id/25339681,Kent,Grand Rapids
Lipsett Hardware Building,46.15821149900005,-84.36135330899998,building,2014,,,https://catalog.archives.gov/id/25339150,Chippewa,Pickford
Willard Building,42.962796816000086,-85.66446106899997,building,2014,,,https://catalog.archives.gov/id/25339677,Kent,Grand Rapids
Wright Opera house Block Complex,43.38133984100016,-84.66129874399991,building,2014,,,,Gratiot,Alma
Saint Henry's Evangelical Lutheran Church and Cemetery,46.764604170999974,-88.78457615999997,building,2014,,,,Houghton,Nisula
Eastern Avenue School,42.97657267599999,-85.64895606099998,building,2014,,,,Kent,Grand Rapids
Lexington School,42.96482986300014,-85.68452615499996,building,2014,,,,Kent,Grand Rapids
Fremont High School,43.468109219000155,-85.94096264399991,building,2014,,,,Newaygo,Fremont
"Lake Michigan Beach House, Ludington State Park",44.03414160100004,-86.50801873499988,building,2014,,,,Mason,Hamlin Lake
"Schwartz, Robert E. and Barbara, House",43.634208779000176,-84.26573280199983,building,2014,,,,Midland,Midland
Central Furniture Company--H.E. Shaw Furniture Company Factory,42.95574316500005,-85.66963995299994,building,2014,,,,Kent,Grand Rapids
Sparks--Anderson House,42.29733404400013,-85.69909531399999,building,2014,,,,Kalamazoo,Oshtemo Township
Genesee Street School,42.740433293000194,-84.56411457299998,building,2014,,,,Ingham,Lansing
"Ward, Frank and Dorothy, House",42.28691367199997,-85.2176227949999,building,2017,,,,Calhoun,Battle Creek
"Glaister, Richard and Deborah (Brough), House",42.7297592160001,-84.55734252899998,building,2017,,,,Ingham,Lansing
Saint Rita Apartments,42.22596359300013,-83.40515136699999,building,2017,,,,Wayne,Detroit
"Cleveland, Elizabeth, Intermediate School",42.38496549500014,-89.05724168299992,building,2017,,,,Wayne,Detroit
Pilgrim and Puritan Apartment Complex,42.35762205100007,-82.98436812399996,building,2017,,,,Wayne,Detroit
Corunna High School,42.97933197000003,-84.11872863799988,building,2017,,,,Shiawassee,Corunna
Peoples National Bank Building,42.24746164600014,-84.40564774099994,building,2017,,,,Jackson,Jackson
Hall of the Divine Child,41.551834106000115,-83.24183654799992,building,2017,,,,Monroe,Monroe
"Muschenheim, William and Elizabeth (Bodanzky), House",42.26697158800005,-83.70970153799999,building,2017,,,,Washtenaw,Ann Arbor
Weil and Company--Gabriel Richard Building,42.195289612000124,-83.03051757799987,building,2017,,,,Wayne,Detroit
IOOF Centennial Building,45.0617598510001,-83.4334303409999,building,2017,,,,Alpena,Alpena
First Methodist Episcopal Church of Farmington,42.46215808099997,-83.37357820599993,building,2017,,,,Oakland,Farmington
"De Pree, Max and Esther, House",42.806644440000134,-86.00476074199997,building,2017,,,,Ottawa,Zeeland
Anna Scripps Whitcomb Conservatory,42.33631206700011,-82.98562607099984,building,2021,,,https://catalog.archives.gov/id/25340722,Wayne,Detroit
Cranbrook House,42.569534193000095,-83.24557980799993,building,2022,,,https://catalog.archives.gov/id/25340290,Oakland,Bloomfield Hills
"Fort Wayne, Commanding Officer's House",42.301440973000176,-83.0958069059999,building,2022,,,,Wayne,Detroit
U.S. Weather Bureau Building,46.50184421000006,-84.35166596499995,building,2022,,,https://catalog.archives.gov/id/25338738,Chippewa,Sault Ste. Marie
"Kahn, Albert, House",42.34815604100004,-83.05547348399995,building,2022,,,https://catalog.archives.gov/id/25340760,Wayne,Detroit
Lansing City Hall,42.73403184700004,-84.55312738799995,building,2022,,,https://catalog.archives.gov/id/25337973,Ingham,Lansing
Temple Baptist Church--King Solomon Baptist Church,42.35962816900019,-83.09299718299985,building,2022,,,,Wayne,Detroit
Most Worshipful Prince Hall Grand Lodge of Michigan,42.35712481400008,-83.02854143999991,building,2022,,,,Wayne,Detroit
"Parks, Rosa L. (McCauley) and Raymond, Flat",42.364233514000084,-83.10965446699997,building,2022,,,,Wayne,Detroit
Shrine of the Black Madonna of the Pan African Orthodox Christian Church,42.36296119400015,-83.1020955219999,building,2022,,,,Wayne,Detroit
"McGhee, Orsel and Minnie, House",42.35535854800013,-83.11945503399988,building,2022,,,,Wayne,Detroit
Genesee County Savings Bank Building,43.01682139400008,-83.69241749999998,building,2024,,,,Genesee,Flint
United States Post Office,42.29185555500004,-85.58779066299996,building,2024,,,,Kalamazoo,Kalamazoo
Criffield-Whiteley House,41.98277037700007,-86.11733791799999,building,2024,,,,Cass,Dowagiac
"Vinkle, Henry and Aurora (Walker), House",42.24898500000006,-84.21866099999994,building,2024,,,,Jackson,Grass Lake
"Edson, Moore and Company Building",42.32336700000007,-83.06518199999994,building,2024,,,,Wayne,Detroit
"Coolidge, Calvin, Elementary School",43.00938524900003,-83.73336640299993,building,2024,,,,Genesee,Flint
Grand Rapids Christian High School,42.94889300000006,-85.65858799999994,building,2024,,,,Kent,Grand Rapids
Hancock Central High School,47.12735000000014,-88.58587499999993,building,2024,,,,Houghton,Hancock
Old-Merchants National Bank and Trust Co. Building,42.31973000000005,-85.18349399999994,building,2024,,,,Calhoun,Battle Creek
Tibbits Opera House,41.94064900000006,-85.00419699999998,building,2024,,,,Branch,Coldwater
"Newberry, Milo Prentice, House",42.67723600000016,-83.119266,building,2024,,,,Oakland,Rochester
Record Printing and Box Company Building,42.3220490000001,-85.18619899999993,building,2024,,,,Calhoun,Battle Creek
Grande Ballroom,42.364868000000165,-83.12847999999991,building,2024,,,,Wayne,Detroit
"Ferry, William Hawkins, House",42.44192900000018,-82.87462499999998,building,2024,,,,Wayne,Grosse Point Shores
Marwood Apartments,42.22317900000001,-83.40320799999995,building,2024,,,,Wayne,Detroit
Nettleton-Cond House,41.840537999999974,-85.66825799999998,building,2024,,,,St. Joseph,Constantine
Warren Motor Car Company Building,42.36228600000009,-83.08255199999996,building,2024,,,,Wayne,Detroit
Mount Clemens Public Library,42.59960300000011,-82.88036399999997,building,2024,,,,Macomb,Mount Clemens
Fulton Manor,42.962151999999996,-85.6342459999999,building,2024,,,,Kent,Grand Rapids
Bingham School,45.06253300000002,-83.44192099999998,building,2024,,,,Alpena,Alpena
Haskell Manufacturing Company Building,43.965088000000094,-86.44582099999991,building,2024,,,,Mason,Ludington
Checker Cab Taxi Garage and Office Building,42.33259800000018,-83.06751099999991,building,2024,,,,Wayne,Detroit
Hickory Lodge No. 345,42.44176300000015,-85.37674899999996,building,2024,,,,Barry,Hickory Corners
Detroit Savings Bank Southwest Branch,42.30885200000011,-83.09768399999996,building,2024,,,,Wayne,Detroit
Michigan Central Railroad Middleville Depot,42.71308600000009,-85.46575499999994,building,2024,,,,Barry,Middleville
Upjohn Company Office Building,42.28939200000006,-85.58098099999988,building,2024,,,,Kalamazoo,Kalamazoo
"McGraw, Grace Ingersoll, House",42.384612000000125,-82.90759399999995,building,2024,,,,Wayne,Grosse Pointe
First Congregational Church,42.20638999999999,-83.14844999999998,building,2024,,,,Wayne,Wyandotte
Frances Harper Inn,42.37276500000007,-83.06986199999994,building,2024,,,,Wayne,Detroit
"Dean, Irving Andrew and Olive Crane Kendall, House",42.986070000000154,-85.72136999999987,building,2024,,,,Kent,Grand Rapids
Sligh Furniture Company Building,42.95489400000007,-85.67387899999994,building,2024,,,,Kent,Grand Rapids
"Besser, Herman and Hattie (Ely), House",45.05990600000006,-83.43759199999988,building,2024,,,,Alpena,Alpena
Barnes Avenue School,42.715470000000145,-84.56670999999994,building,2024,,,,Ingham,Lansing
Whitcomb Hotel,42.11095600000004,-86.48168299999992,building,2024,,,,Berrien,Saint Joseph
Walbri Hall,42.58883500000018,-83.22347799999989,building,2024,,,,Oakland,Bloomfield Township
American Box Board Company Headquarters and Factory,42.95422800000005,-85.68202599999995,building,2024,,,,Kent,Grand Rapids
United States Postal Service Roosevelt Park Station,42.32691499999998,-83.07829999999991,building,2024,,,,Wayne,Detroit
Otsego Hotel,42.24715700000013,-84.40441399999997,building,2024,,,,Jackson,Jackson
"Burbank, Luther, Elementary School",42.442320000000045,-82.95940999999993,building,2024,,,,Wayne,Detroit
Bailey Buildings,42.73592900000005,-84.55921299999994,building,2024,,,,Ingham,Lansing
Grosse Pointe Central Library,42.39380200000006,-82.90551199999999,building,2024,,,,Wayne,Grosse Pointe Farms
Swayze Apartments,43.01084600000019,-83.69060899999988,building,2024,,,,Genesee,Flint
"Bull, Elijah, House",42.55004000000013,-83.29347699999994,building,2024,,,,Oakland,Bloomfield Township
WJBK-TV Studios Building,42.3709040000001,-83.07797699999999,building,2024,,,,Wayne,Detroit
Pontchartrain Club-Town House Apartments,42.329197000000185,-83.06597099999993,building,2024,,,,Wayne,Detroit
Professional Plaza Tower,42.34953100000006,-83.05871099999983,building,2024,,,,Wayne,Detroit
Bay City Masonic Temple,43.59691199999997,-83.88418599999983,building,2024,,,,Bay,Bay City
Sacred Heart-Gros Cap Church,45.87348400000007,-84.83155099999993,building,2024,,,,Mackinac,Moran Township
"Sutton, Nathan Esek and Sarah Emergene, House",42.34767600000002,-83.69846499999993,building,2024,,,,Washtenaw,Northfield Township
State Theatre (Additional Documentation),42.28843800000016,-85.58341899999981,building,2024,,,,Kalamazoo,Kalamazoo
"Gibson, Inc. Factory and Office Building",42.301756000000054,-85.5808459999999,building,2024,,,,Kalamazoo,Kalamazoo
"Webster, Elmer R., School",42.63619500000009,-83.31605499999985,building,2024,,,,Oakland,Pontiac
"Quick, James A. and Lottie J. (Congdon), House",45.02811100000014,-84.67348799999989,building,2024,,,,Otsego,Gaylord
Lincoln School,42.99688500000007,-84.17519099999998,building,2024,,,,Shiawassee,Owosso
"Higginbotham, William E., Elementary School",42.44147100000014,-83.15864499999992,building,2024,,,,Wayne,Detroit
Cadieux School,42.38394700000014,-82.91191899999995,building,2024,,,,Wayne,Grosse Pointe
Pittsburgh Plate Glass Company Detroit Warehouse,42.362953000000175,-83.07995299999997,building,2024,,,,Wayne,Detroit
"Grace, John, School",42.445678000000036,-83.31158199999992,building,2024,,,,Oakland,Southfield
"Holcomb, Samuel D., School",42.42138099999998,-83.25250099999988,building,2024,,,,Wayne,Detroit
Vaughn’s Book Store,42.38185700000008,-83.1258939999999,building,2024,,,,Wayne,Detroit
Immaculata High School,42.414455000000025,-83.15171299999997,building,2024,,,,Wayne,Detroit
Wing-Allore House,41.917630999999965,-83.39293099999998,building,2024,,,,Monroe,Monroe
"French, Walter H., Junior High School",42.71127700000017,-84.54871699999995,building,2024,,,,Ingham,Lansing
"Cartier, William A. and Catherine, House",43.955829000000165,-86.44253499999998,building,2024,,,,Mason,Ludington
"Beardsley, Ezra E. and Florence (Holmes), House",41.86486400000012,-85.24674899999991,building,2024,,,,Branch,Bronson Township
Holy Family Orphanage,46.54001200000005,-87.40422799999999,building,2024,,,,Marquette,Marquette
Braastad-Gossard Building,46.48983700000008,-87.66617899999994,building,2024,,,,Marquette,Ishpeming
Portland High School,42.866105999999995,-84.90413499999988,building,2024,,,,Ionia,Portland
Starkweather School,42.37833000000006,-83.458897,building,2024,,,,Wayne,Plymouth
McKinley Elementary School,42.19598799600016,-83.15840995999991,building,2024,,,,Wayne,Wyandotte
Great Lakes Manor,42.36255698900004,-83.06112699399989,building,2024,,,,Wayne,Detroit
Hessel School,46.005809000000106,-84.42981799999994,building,2024,,,,Mackinac,Hessel
St. Martin Island Light Station,45.503821699000184,-86.75816044599992,building,2023,,,https://catalog.archives.gov/id/28891066,Delta,Fairport
Rose Place Historic District,42.28292362100018,-85.58544083899994,district,2012,,,https://catalog.archives.gov/id/25338193,Kalamazoo,Kalamazoo
Ledyard Block Historic District,42.96583222900016,-85.6706435449999,district,2012,,,https://catalog.archives.gov/id/25339697,Kent,Grand Rapids
Alpha Public Buildings Historic Complex,46.04646562600016,-88.3778094949999,district,2012,,,https://catalog.archives.gov/id/25338061,Iron,Alpha
Amasa Historic Business District,46.23261358000002,-88.44847369499996,district,2012,,,https://catalog.archives.gov/id/25338059,Iron,Amasa
Hiawatha Mine Number One Complex,46.075799094,-88.64402974499994,district,2012,,,https://catalog.archives.gov/id/25338129,Iron,Stambaugh
Van Platen-Fox Lumber Camp Historic Complex,46.176321200000196,-88.88916516299992,district,2012,,,https://catalog.archives.gov/id/25338133,Iron,Stambaugh
Constantine Historic Commercial District,41.841984970000155,-85.66883227799997,district,2012,,,https://catalog.archives.gov/id/25340529,St. Joseph,Constantine
Van Ornum's Addition Historic District,46.09760356400005,-88.64234950299993,district,2012,,,https://catalog.archives.gov/id/25338047,Iron,Iron River
Griswold Civic Center Historic District,42.5271714970001,-85.85274478399998,district,2012,,,https://catalog.archives.gov/id/25337680,Allegan,Allegan
Bronson Park Historic District,42.292506730000184,-85.58844124099996,district,2012,,,https://catalog.archives.gov/id/25338177,Kalamazoo,Kalamazoo
Grand Ledge Chair Company Plant,42.756962024000075,-84.75590150199986,district,2012,,,https://catalog.archives.gov/id/25339242,Eaton,Grand Ledge
Quincy Street Historic District,47.12700376800007,-88.58120534499983,district,2012,,,https://catalog.archives.gov/id/25339405,Houghton,Hancock
Coldwater Downtown Historic District,41.941147923000074,-85.00389989199994,district,2012,,,https://catalog.archives.gov/id/25338979,Branch,Coldwater
East Chicago Street Historic District (Boundary Increase I),41.938869974000106,-84.99721593799995,district,2012,,,https://catalog.archives.gov/id/25338971,Branch,Coldwater
South Monroe Street Historic District,41.93691310600007,-85.00379071499987,district,2012,,,https://catalog.archives.gov/id/25338993,Branch,Coldwater
West Pearl Street Historic District,41.94060160800006,-85.00874211699984,district,2012,,,https://catalog.archives.gov/id/25338981,Branch,Coldwater
Ninth District Lighthouse Depot,41.93392983000012,-86.48594107199989,district,2012,,,https://catalog.archives.gov/id/25338967,Berrien,St. Joseph
South Street Historic District,42.28949173900002,-85.59226859099982,district,2012,,,https://catalog.archives.gov/id/25339633,Kalamazoo,Kalamazoo
"Edwards, Rock S., Farmstead",42.05360482100002,-86.37259206399987,district,2012,,,https://catalog.archives.gov/id/25338924,Berrien,Sodus
Sandenburgh--Rogers Summer Resort Complex,44.35777626200011,-86.26150552199994,district,2012,,,https://catalog.archives.gov/id/25340019,Manistee,Parkdale
Johns Hotel,47.878496695000074,-89.23277914999994,district,2012,,,https://catalog.archives.gov/id/25339767,Keweenaw,Isle Royale National Park
Johns Hotel,47.878424774000095,-89.23277606199991,district,2012,,,https://catalog.archives.gov/id/25339767,Keweenaw,Isle Royale National Park
North Manitou Island Lifesaving Station,45.121136110000116,-85.97760195599996,district,2012,,,https://catalog.archives.gov/id/25338755,Leelanau,Sleeping Bear Dunes National Seashor
"Bryant, James and Anne Atmore, Farmstead",42.33380047700012,-85.05142084699985,district,2012,,,https://catalog.archives.gov/id/25339026,Calhoun,Wattles Park
Saint Michael and All Angels' Episcopal Church and Cambridge Township Cemetery,42.05549685100009,-84.21981033999998,district,2012,,,https://catalog.archives.gov/id/25339893,Lenawee,Cambridge Township
Ithaca Downtown Historic District,43.29159957600007,-84.60667560599995,district,2012,,,https://catalog.archives.gov/id/25339357,Gratiot,Ithaca
Saint Ignatius Church and Cemetery,45.55161970200003,-85.11555316299996,district,2012,,,,Emmet,Readmond Township
Metamora Crossroads Historic District,42.941656249000175,-83.28896640999994,district,2012,,,https://catalog.archives.gov/id/25339791,Lapeer,Metamora
Randolph Street Commercial Buildings Historic District,42.33455835500013,-83.04491842199998,district,2012,,,https://catalog.archives.gov/id/25340892,Wayne,Detroit
Monroe Avenue Commercial Buildings,42.33274095400013,-83.04583049699994,district,2012,,,https://catalog.archives.gov/id/25341102,Wayne,Detroit
St. Patrick's Parish Complex,42.35825416700014,-83.75017059899989,district,2012,,,https://catalog.archives.gov/id/25340686,Washtenaw,Ann Arbor
St. Mary's Church Complex Historic District,41.91906547100012,-83.39672573699988,district,2012,,,https://catalog.archives.gov/id/25338343,Monroe,Monroe
Tecumseh Downtown Historic District,42.00409815400001,-83.94517681799994,district,2012,,,https://catalog.archives.gov/id/25339878,Lenawee,Tecumseh
West Saint Clair Street Historic District,42.9204732280001,-83.04779205799997,district,2012,,,https://catalog.archives.gov/id/25339804,Lapeer,Almont
Downtown Holly Commercial District,42.792292985000074,-83.62726165899994,district,2012,,,https://catalog.archives.gov/id/25340250,Oakland,Holly
North Ann Arbor Street Historic District,42.16996165200004,-83.78351367899995,district,2012,,,https://catalog.archives.gov/id/25338521,Washtenaw,Saline
St. Charles Borromeo Roman Catholic Parish Complex,42.35495072200012,-83.0018693589999,district,2012,,,https://catalog.archives.gov/id/25340982,Wayne,Detroit
Tecumseh Historic District (Boundary Increase),42.00372898200004,-83.95602597499993,district,2012,,,https://catalog.archives.gov/id/25338277,Lenawee,Tecumseh
Assumption of the Blessed Virgin Mary Church Complex,42.42789648000018,-82.98109451599998,district,2012,,,https://catalog.archives.gov/id/25340788,Wayne,Detroit
Palmer Park Boulevard Apartments District,42.41729100600003,-83.12077285099997,district,2012,,,https://catalog.archives.gov/id/25341076,Wayne,Highland Park
Saint Joseph Roman Catholic Parish Complex (Boundary Increase),42.34570304200002,-83.03605346699999,district,2012,,,https://catalog.archives.gov/id/25340852,Wayne,Detroit
Beverly Road Historic District,42.388359606000044,-82.90149126799999,district,2012,,,https://catalog.archives.gov/id/25340942,Wayne,Grosse Pointe Farms
St. Augustine Catholic Church and Cemetery,42.70598180600006,-83.82214006199995,district,2012,,,https://catalog.archives.gov/id/25339941,Livingston,Hartland
Park Avenue Historic District,42.3366579030001,-83.06343675099998,district,2012,,,https://catalog.archives.gov/id/25340904,Wayne,Detroit
"Fuerst, Jacob and Rebecca, Farmstead",42.46516863100003,-83.4933804499999,district,2012,,,https://catalog.archives.gov/id/25340192,Oakland,Novi
West Canfield Historic District (Boundary Increase),42.35071395100016,-83.06802481099999,district,2012,,,https://catalog.archives.gov/id/25338697,Wayne,Detroit
Jefferson Intermediate School,42.34665070200014,-83.06861991699994,district,2012,,,https://catalog.archives.gov/id/25338601,Wayne,Detroit
Cass--Davenport Historic District,42.346246242000056,-83.06107974999998,district,2012,,,https://catalog.archives.gov/id/25338695,Wayne,Detroit
Lower Woodward Avenue Historic District,42.33421900500013,-83.04879153099995,district,2012,,,https://catalog.archives.gov/id/25340926,Wayne,Detroit
Main Street Historic District,42.084815920000096,-83.68343383599994,district,2012,,,https://catalog.archives.gov/id/25340641,Washtenaw,Milan
"Fischer, John and Edna Trusdell, Farmstead",42.26939971400003,-83.47652728099989,district,2012,,,https://catalog.archives.gov/id/25338532,Wayne,Sheldon
Grand Circus Park Historic District (Boundary Increase),42.33759356500008,-83.05145025899992,district,2012,,,https://catalog.archives.gov/id/25341176,Wayne,Detroit
"Reuther, Walter P. and May Wolf, House",42.74124163400017,-83.17180496499998,district,2012,,,https://catalog.archives.gov/id/25340330,Oakland,Rochester
West Vernor--Lawndale Historic District,42.30927638700012,-83.13254896499996,district,2012,,,https://catalog.archives.gov/id/25338633,Wayne,Detroit
Sugar Hill Historic District,42.35453304600003,-83.06098650299998,district,2012,,,https://catalog.archives.gov/id/25341142,Wayne,Detroit
Broadway Avenue Historic District,42.33507672400014,-83.04614903299989,district,2012,,,https://catalog.archives.gov/id/25340916,Wayne,Detroit
"Sutherland, Landgford and Lydia McMichael, Farmstead",42.1993681620001,-83.74035748599994,district,2012,,,https://catalog.archives.gov/id/25340671,Washtenaw,Pittsfield Charter Township
Midtown Woodward Historic District,42.34497685500008,-83.05654647899996,district,2012,,,https://catalog.archives.gov/id/25340912,Wayne,Detroit
Dry Dock Engine Works--Detroit Dry Dock Company Complex,42.332815807000024,-83.02641277599992,district,2012,,,https://catalog.archives.gov/id/25341126,Wayne,Detroit
