name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Clinton County Historical Society,43.00024,-84.56179,HSC,,,website,,HTTP://WWW.DEWITTLIBRARY.ORG/CCHS/,Clinton,St Johns
Sanilac County Historical Society,43.42006,-82.54232,HSC,,,"website, eight historic buildings on a 10-acre (40,000 m2) campus including a 20-room Victorian mansion, 1900 general store, one-room schoolhouse, 1883 log cabin, barn theater, marine shipwreck room, dairy industry museum, carriages, military and Native American exhibits",,HTTP://WWW.SANILACCOUNTYMUSEUM.ORG,Sanilac,Port Sanilac
Wausau Historic Landmarks,45.78516,-87.8952,HSC,,,,,,Dickinson,
Gull Rock Lightkeepers,47.47009,-87.88773,HSC,,,,,HTTP://WWW.GULLROCKLIGHTKEEPERS.ORG/,Keweenaw,
Michigamme Museum,46.5298,-88.18298,HSC,,,website,,https://en.wikipedia.org/wiki/Michigamme_Museum?action=edit&redlink=1,Baraga,Michigamme
Genesee Township Veterans Memorial Association,43.11288,-83.62165,HSC,,,,,,Genesee,
Beckmaze Historical Society,42.89271,-85.72589,HSC,,,,,,Kent,Wyoming
Michigan Historical Homes Preservation Society,43.42457,-83.96761,HSC,,,,,,Saginaw,
Dixboro Village Green,42.31311,-83.6571,HSC,,,,,,Washtenaw,
Wgpr Historical Society,42.33626,-83.03618,HSC,,,,,,Wayne,
Phoenix Continuum,43.21134,-86.22867,HSC,,,,,,Muskegon,
Bohm Theatre,42.24379,-84.75295,HSC,,,,,HTTP://BOHMTHEATRE.ORG/,Calhoun,Albion
Montague Museum And Historical Association,43.41754,-86.35523,HSC,,,"website, located in a former church, operated by the Montague Historical Association",,https://en.wikipedia.org/wiki/Montague_Museum?action=edit&redlink=1,Muskegon,Montague
Bellevue Historical Society,42.44491,-85.01803,HSC,,,,,,Eaton,
Community Historical Society,41.95637,-85.32397,HSC,,,,,,St. Joseph,
Baraga County Historical Society,46.73863,-88.47726,HSC,,,"website, operated by the Baraga County Historical Society",,HTTP://WWW.BARAGACOUNTYHISTORICALMUSEUM.COM/,Baraga,Baraga
Historical Hamtramck,42.3952,-83.05688,HSC,,,,,HTTP://WWW.HAMTRAMCKHISTORY.ORG/,Wayne,Hamtramck
Champion-Beacon-Humboldt Historical Society,46.4937,-87.91214,HSC,,,,,,Marquette,
Oakland County Historical Research,42.65803,-83.33351,HSC,,,,,HTTPS://WWW.OAKGOV.COM/INDEX.HTML,Oakland,
Juddville Historical Society,43.12661,-83.97851,HSC,,,,,,Shiawassee,
Historical Society Of Bancroft,42.86777,-84.06886,HSC,,,,,,Shiawassee,
Quincy Historical Society,41.94645,-84.88562,HSC,,,"Copper mine, mine buildings and mining exhibits; participating institution in Keweenaw National Historical Park",,HTTP://QUINCYHISTORY.ORG/,Branch,Hancock
Plymouth Preservation Network,42.36713,-83.44297,HSC,,,"website, growth of American industry, the advent of the railroad and the invention of the automobile",,HTTP://PLYMOUTHPRESERVATION.ORG/,Wayne,Plymouth
Old Tiger Stadium Conservancy,42.32809,-83.04629,HSC,,,,,,Wayne,
Michigan Lighthouse Fund,42.68559,-84.49876,HSC,,,,,,Ingham,
Hubbardston Area Historical Society,43.09776,-84.8497,HSC,,,,,HTTP://WWW.HUBBARDSTON.ORG,Ionia,
Southern Houghton County Airport And Heritage Association,42.83289,-85.52504,HSC,,,"Operated by the Houghton County Historical Society, site includes a railroad, one room schoolhouse, the Houghton County Historical Society Heritage Center and a WPA-era log cabin; participating institution in Keweenaw National Historical Park",,https://en.wikipedia.org/wiki/Houghton_County_Historical_Museum,Kent,Lake Linden
Clyde Historical Society,43.04872,-82.6348,HSC,,,,,,St. Clair,
Swartz Creek Area Historical Society,42.89798,-83.90834,HSC,,,,,HTTP://SWARTZCREEKHISTORY.COM,Genesee,
Linden Mills Historical Society,42.82615,-83.79072,HSC,,,"website, operated by the Linden Mills Historical Society",,HTTP://WWW.FREEWEBS.COM/LINDENMICHIGANHISTORICALSOCIETY/,Genesee,Linden
Martin Johnson Heritage Museum,43.8986,-85.87354,HSC,,,,,HTTPS://BIGBASSLAKEMI.WORDPRESS.COM/MARTIN-JOHNSON-HERITAGE-MUSEUM-NEW/,Lake,
Salem Community Events Association,42.40828,-83.57749,HSC,,,,,HTTP://WWW.SALEMFLAGDAY.COM,Washtenaw,
Historic Elk Rapids Town Hall Association,44.89703,-85.41863,HSC,,,operated by the Elk Rapids Area Historical Society in a former church,,HTTP://WWW.ERTOWNHALL.ORG/,Antrim,Elk Rapids
Yuba Historic Society,44.80704,-85.44636,HSC,,,,,,Grand Traverse,
Western District Historical Society,45.10698,-87.61475,HSC,,,,,HTTP://WWW.MENOMINEEFARMERSMARKET.COM,Menominee,Menominee
Charlevoix County History Preservation Society,45.21746,-85.07473,HSC,,,,,,Charlevoix,
Hadley Township Historical Society,42.94105,-83.39987,HSC,,,,,,Lapeer,
Wakefield Historical Society,46.47474,-89.94101,HSC,,,[71],,https://en.wikipedia.org/wiki/Wakefield_Historical_Society_Museum?action=edit&redlink=1,Gogebic,Wakefield
Acme Heritage Society,44.76486,-85.50663,HSC,,,,,,Grand Traverse,
Copper Country Firefighters History Museum,47.11683,-88.58085,HSC,,,,,HTTP://WWW.COPPERCOUNTRYFIREFIGHTERSHISTORYMUSEUM.COM,Houghton,Calumet
Keweenaw National Historical Park,47.24357,-88.45169,HSC,,,,,https://en.wikipedia.org/wiki/Keweenaw_National_Historical_Park,Houghton,Calumet
Sleeping Bear Dunes National Lakeshore,44.8112,-86.05474,HSC,,,"website, area natural and cultural history, lumber industry, and Scolnik House, a Depression-era period house",,https://en.wikipedia.org/wiki/Lakeshore_Museum_Center?action=edit&redlink=1,Leelanau,Muskegon
Isle Royale National Park,47.12262,-88.56567,HSC,,,,,,Houghton,
River Raisin National Battlefield-Visitor Center,41.91328,-83.37947,HSC,,,"website, history of the St. Mary's River and its inhabitants",,https://en.wikipedia.org/wiki/River_Of_History_Museum?action=edit&redlink=1,Monroe,Sault Ste. Marie
Pictured Rocks National Lakeshore Headquarters,46.41131,-86.65393,HSC,,,"website, area natural and cultural history, lumber industry, and Scolnik House, a Depression-era period house",,https://en.wikipedia.org/wiki/Lakeshore_Museum_Center?action=edit&redlink=1,Alger,Muskegon
Northwest Skirmish Association,45.06326,-85.64868,HSC,,,,,HTTP://WWW.N-SSA.ORG/,Leelanau,
Military Postal History Society,42.54238,-83.20544,HSC,,,,,,Oakland,
Monroe Historical Museum,41.91487,-83.39555,HSC,,,"website, operated by the Monroe County Historical Commission, exhibits include George Armstrong Custer, local military, Native American and settler history; Martha Barker Country Store Museum and Navarre Anderson Trading Post Complex are open only by appointment",,HTTP://WWW.MONROEHISTORICALSOCIETY.ORG/,Monroe,Monroe
Bergland Matchwood Historical Society,46.54665,-89.57425,HSC,,,website,,https://en.wikipedia.org/wiki/Bergland_Administrative_Site,Ontonagon,Bergland
Henry Ford Estate,42.25286,-83.7389,HSC,,,"Features 56 rooms on 5 acres (20,000 m2) of gardens and grounds",,HTTP://WWW.HENRYFORDESTATE.ORG/,Washtenaw,Dearborn
Adventure Mine,46.776,-89.083,Mining,,,Underground tours of a preserved copper mine,,https://en.wikipedia.org/wiki/Adventure_mine,Ontonagon,Greenland Township
Alberta Village Museum,46.6416667,-88.4822222,Open-air,,,"website, Ford's sawmill village & logging industry",,https://en.wikipedia.org/wiki/Alberta_Village_Museum?action=edit&redlink=1,Baraga,Alberta
Albert L. Lorenzo Cultural Center,42.5869782,-82.9200047,Multiple,,,"website, changing exhibits of art, science, culture and history, formerly Macomb Cultural Center, part of Macomb Community College",,https://en.wikipedia.org/wiki/Albert_L._Lorenzo_Cultural_Center?action=edit&redlink=1,Macomb,Clinton Township
Alden B. Dow Home & Studio,43.6241,-84.2533,Historic house,,,Private residence of noted 20th-century architect Alden B. Dow,,https://en.wikipedia.org/wiki/Alden_Dow_House_and_Studio,Midland,Midland
All Around the African World Museum,42.7338254,-84.5546295,African American,,,[4],,https://en.wikipedia.org/wiki/All_Around_the_African_World_Museum?action=edit&redlink=1,Ingham,Lansing
Alpine Township Historical Museum,43.0581342,-85.6900678,Local history,,,"Operated by the Alpine Township Historical Commission, 1860 former town hall[6]",,https://en.wikipedia.org/wiki/Alpine_Township_Historical_Museum?action=edit&redlink=1,Kent,Alpine Township
Amasa Historical Society Museum,46.2324679,-88.4485052,Local history,,,[7],,https://en.wikipedia.org/wiki/Amasa_Historical_Society_Museum?action=edit&redlink=1,Iron,Amasa
Anton Art Center,42.5996071,-82.8803428,Art,,,"Community art center, exhibitions of local, national and international artists",,https://en.wikipedia.org/wiki/Anton_Art_Center,Macomb,Mount Clemens
Astor House Museum,47.4682255,-87.8922208,Local history,,,"website, antique dolls, toys, American Indian artifacts, mining and fishing artifacts",,https://en.wikipedia.org/wiki/Astor_House_Museum?action=edit&redlink=1,Keweenaw,Copper Harbor
Bammert Blacksmith Shop,47.3923737,-88.2765271,Technology,,,"website, tools & equipment, operated by the Keweenaw County Historical Society; participating institution in Keweenaw National Historical Park",,https://en.wikipedia.org/wiki/Bammert_Blacksmith_Shop?action=edit&redlink=1,Keweenaw,Eagle Harbor Township
Beaumier Upper Peninsula Heritage Center,46.4481521,-87.6305899,Local history,,,"website, located in 105 Cohodas Hall at Northern Michigan University, history and culture of the Upper Peninsula",,https://en.wikipedia.org/wiki/Beaumier_Upper_Peninsula_Heritage_Center?action=edit&redlink=1,Marquette,Marquette
Bellaire Historical Museum,44.976707,-85.2096194,Local history,,,Operated by the Bellaire Area Historical Society in the lower level of the Bellaire Community Hall[9],,https://en.wikipedia.org/wiki/Bellaire_Historical_Museum?action=edit&redlink=1,Antrim,Bellaire
Berkley Historical Museum,42.5025106,-83.1835578,Local history,,,"website, located in the old Fire Hall at City Hall",,https://en.wikipedia.org/wiki/Berkley_Historical_Museum?action=edit&redlink=1,Oakland,Berkley
Bottle-Cap Museum,44.661517,-84.714637,Ephemera,,,"website, Coca-Cola memorabilia inside Dawson and Stevens Classic 50's Diner",,https://en.wikipedia.org/wiki/Bottle-Cap_Museum?action=edit&redlink=1,Crawford,Grayling
Boyne City Historical Museum,45.216675,-85.013942,Local history,,,[10],,https://en.wikipedia.org/wiki/Boyne_City_Historical_Museum?action=edit&redlink=1,Charlevoix,Boyne City
Bunert One-Room School House Museum,42.49916667,-82.97583333,School,,,"Operated by the Warren Historical Society, late 19th-century one-room school",,https://en.wikipedia.org/wiki/Warren_Township_District_No._4_School,Macomb,Warren
Caledonia Historical Museum,42.7891193,-85.5163391,Local history,,,"website, operated by the Caledonia Historical Society",,https://en.wikipedia.org/wiki/Caledonia_Historical_Museum?action=edit&redlink=1,Kent,Caledonia
Cannery Boathouse Museum,44.89888889,-86.03027778,Maritime,,,"Part of Sleeping Bear Dunes National Lakeshore, exhibit of Great Lakes small craft",,https://en.wikipedia.org/wiki/Cannery_Boathouse_Museum,Leelanau,Glen Haven
Carl T. Johnson Hunting And Fishing Center,44.23805556,-85.45222222,Natural history,,,"Wildlife dioramas, history of hunting and fishing in Michigan",,https://en.wikipedia.org/wiki/Mitchell_State_Park#Carl_T._Johnson_Hunting_and_Fishing_Center,Wexford,Cadillac
Castle Farms,45.27861111,-85.22944444,Historic house,,,"1918 castle-style house and gardens, open for tours",,https://en.wikipedia.org/wiki/Castle_Farms,Charlevoix,Charlevoix
Cell Block 7 Prison Museum,42.2575,-84.40583333,Prison,,,Prison exhibit within the walls of an operating penitentiary,,https://en.wikipedia.org/wiki/Michigan_State_Prison,Jackson,Jackson
Central Mine and Village,47.40583333,-88.19944444,Open-air,,,"Historic mining village, operated by the Keweenaw County Historical Society; participating institution in Keweenaw National Historical Park",,https://en.wikipedia.org/wiki/Central_Mine_Historic_District,Keweenaw,Eagle Harbor Township
Chassell Heritage Center,47.03111111,-88.52583333,Local history,,,Participating institution in Keweenaw National Historical Park,,https://en.wikipedia.org/wiki/Chassell_School_Complex,Houghton,Chassell
Civilian Conservation Corps Museum,44.51388,-84.75777,History,,,Located in North Higgins Lake State Park and interpreted in cooperation with the Michigan Department of Natural Resources,,https://en.wikipedia.org/wiki/North_Higgins_Lake_State_Park,Crawford,Roscommon
Clarkston Heritage Museum,42.735863,-83.4188304,Local history,,,"website, operated by the Clarkston Community Historical Society",,https://en.wikipedia.org/wiki/Clarkston_Heritage_Museum?action=edit&redlink=1,Oakland,Clarkston
Coppertown USA Mining Museum,47.15638889,-88.56361111,Industry - Mining,,,"website, copper mining and the Calumet & Hecla Mining Company, participating institution in Keweenaw National Historical Park",,https://en.wikipedia.org/wiki/Keweenaw_National_Historical_Park#Coppertown_USA_Mining_Museum,Houghton,Calumet
Cornish Pump Engine & Mining Museum,45.825,-88.07,Industry - Mining,,,"Largest steam-driven pumping engine built in the US, operated by the Menominee Range Historical Foundation",,https://en.wikipedia.org/wiki/Chapin_Mine_Steam_Pump_Engine,Dickinson,Iron Mountain
Cranbrook House and Gardens,42.56761111,-83.24358333,Historic house,,,"1908 English Arts and Crafts-style mansion and 40 acres (160,000 m2) of gardens",,https://en.wikipedia.org/wiki/Cranbrook_House_and_Gardens,Oakland,Bloomfield Hills
Crocker House Museum,42.5972563,-82.8779754,Local history,,,"website, operated by the Macomb County Historical Society, late Victorian home-life experience",,https://en.wikipedia.org/wiki/Crocker_House_Museum?action=edit&redlink=1,Macomb,Mount Clemens
Crooked Tree Arts Center,45.3742684,-84.9527701,Art,,,"website, visual and performing arts center",,https://en.wikipedia.org/wiki/Crooked_Tree_Arts_Center?action=edit&redlink=1,Emmet,Petoskey
Cross in the Woods & Nun Doll Museum,46.184195,-86.4736093,Religious,,,Catholic shrine with museum of dolls dressed in various nun's habits,,https://en.wikipedia.org/wiki/Cross_in_the_Woods,Schoolcraft,Indian River
Davis Brothers Farm Shop Museum,43.0991507,-83.4023247,Agriculture,,,"website, operated by the Lapeer County Historical Society, farm equipment, exhibits and demonstrations",,https://en.wikipedia.org/wiki/Davis_Brothers_Farm_Shop_Museum?action=edit&redlink=1,Lapeer,Oregon Township
Deckerville Historical Museum,43.526686,-82.735211,Local history,,,[19],,https://en.wikipedia.org/wiki/Deckerville_Historical_Museum?action=edit&redlink=1,Sanilac,Deckerville
Dee Stadium Hockey History Museum,47.12290556,-88.564975,Sports,,,"History of the site and area ice hockey, located in the Kenner Ruohonen Memorial History Room, open in the summer",,https://en.wikipedia.org/wiki/Dee_Stadium,Houghton,Houghton
Delaware Copper Mine,47.42429722,-88.09867778,Industry - Mining,,,Copper mine tours and exhibits,,https://en.wikipedia.org/wiki/Delaware_Mine,Keweenaw,Copper Harbor
Dowagiac Area History Museum,41.9824681,-86.1088809,Local history,,,"website, formerly the Museum at Southwestern Michigan College, history of Dowagiac, Cass County and Sister Lakes",,https://en.wikipedia.org/wiki/Dowagiac_Area_History_Museum?action=edit&redlink=1,Cass,Dowagiac
Edsel and Eleanor Ford House,42.45408333,-82.869,Historic house,,,"Mansion with fine and decorative arts, many outbuildings and gardens on 87 acres (350,000 m2)",,https://en.wikipedia.org/wiki/Edsel_and_Eleanor_Ford_House,Macomb,Grosse Pointe Shores
Engine House No. 5 Museum,42.982786,-85.9498141,Firefighting,,,website,,https://en.wikipedia.org/wiki/Engine_House_No._5_Museum?action=edit&redlink=1,Ottawa,Allendale Charter Township
Finnish American Heritage Center,47.1276,-88.5894,Art,,,"Part of Finlandia University, Finnish art gallery, culture,[26] participating institution in Keweenaw National Historical Park",,https://en.wikipedia.org/wiki/Finnish_American_Heritage_Center,Houghton,Hancock
Fire Barn Museum,43.2326364,-86.2560142,Firefighting,,,"website, operated by Lakeshore Museum Center, firefighting equipment, gear",,https://en.wikipedia.org/wiki/Fire_Barn_Museum?action=edit&redlink=1,Muskegon,Muskegon
Fort de Buade Museum,45.8686681,-84.7278146,Native American,,,"website, specializes in Native American objects of the pre-contact period, through the eras of the French, British and Americans of the area",,https://en.wikipedia.org/wiki/Fort_de_Buade_Museum?action=edit&redlink=1,Mackinac,St. Ignace
Fort Wilkins and Copper Harbor Lighthouse,47.46722222,-87.86972222,Fort,,,"19 restored buildings, costumed interpreters, copper mining sites and lighthouse, participating institution in Keweenaw National Historical Park",,https://en.wikipedia.org/wiki/Fort_Wilkins_and_Copper_Harbor_Lighthouse,Keweenaw,Copper Harbor
Gaines Township Museum,42.9127617,-83.8691888,Local history,,,"Historic one-room school, operated by the Gaines Charter Township Historical Society[28]",,https://en.wikipedia.org/wiki/Gaines_Township_Museum?action=edit&redlink=1,Genesee,Gaines Township
Gerald E. Eddy Discovery Center,42.36138889,-84.19083333,Natural history,,,Geology and area habitats,,https://en.wikipedia.org/wiki/Gerald_E._Eddy_Discovery_Center,Jackson,Chelsea
Gibraltar Historical Museum,42.0922868,-83.1895598,Local history,,,website,,https://en.wikipedia.org/wiki/Gibraltar_Historical_Museum?action=edit&redlink=1,Wayne,Gibraltar
Gillette Sand Dune Visitor Center,43.12388889,-86.265,Natural history,,,Visitor center for Hoffmaster State Park,,https://en.wikipedia.org/wiki/Hoffmaster_State_Park,Muskegon,Norton Shores
Gitchee Gumee Museum,46.670971,-85.983999,Natural history,,,"website, agates and minerals, local history",,https://en.wikipedia.org/wiki/Gitchee_Gumee_Museum?action=edit&redlink=1,Alger,Grand Marais
Governor Warner Mansion,42.4667566,-83.3814855,Historic house,,,"website, Victorian Italianate mansion and gardens, home of Fred M. Warner",,https://en.wikipedia.org/wiki/Governor_Warner_Mansion?action=edit&redlink=1,Oakland,Farmington
Greenmead Historical Park,42.43805556,-83.41805556,Open-air,,,"1841 Greek Revival farmhouse and outbuildings on 92 acres (370,000 m2)",,https://en.wikipedia.org/wiki/Greenmead_Historical_Park,Wayne,Livonia
Hadley House Museum,42.7919727,-83.6277255,Local history,,,"website, operated by Holly Historical Society",,https://en.wikipedia.org/wiki/Hadley_House_Museum?action=edit&redlink=1,Oakland,Holly
Hammond House Museum,42.0667135,-85.1360882,Historic house,,,"19th-century house, operated by the Union City Historical Society[31]",,https://en.wikipedia.org/wiki/Hammond_House_Museum?action=edit&redlink=1,Branch,Union City
