name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Lansing Art Gallery,42.73386,-84.55234,ART,,,Gallery and education center for visual arts,,https://en.wikipedia.org/wiki/Lansing_Art_Gallery,Ingham,Lansing
Garfield Nature Center,42.93177,-85.65345,BOT,,,,,,Kent,
Whaley Historical House Association,43.0202,-83.68391,HST,,,"website, late Victorian house",,https://en.wikipedia.org/wiki/Whaley_Historic_House_Museum,Genesee,Flint
Michigan'S Own Military And Space Museum,43.31942,-83.73489,GMU,,,,,HTTP://WWW.MICHIGANSMILITARYMUSEUM.COM,Saginaw,Frankenmuth
Potter Park Zoological Gardens,42.71928,-84.53802,ZAW,,,,,HTTP://WWW.POTTERPARKZOO.ORG,Ingham,
East Jordan Portside Art & Historical Museum Society,45.23182,-85.18171,ART,,,website,,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/EAST-JORDAN-PORTSIDE-ART-HISTORICAL-MUSEUM/,Charlevoix,East Jordan
R E Olds Transportation Museum,42.73246,-84.54783,HST,,,"Oldsmobiles dating from 1897 to 2004, automobilia, REO Motor Car Company vehicles",,HTTP://WWW.REOLDSMUSEUM.ORG,Ingham,Lansing
Urban Institute For Contemporary Arts,42.96163,-85.66675,ART,,,website,,HTTP://WWW.UICA.ORG,Kent,Grand Rapids
Pewabic Society,42.36139,-82.98142,ART,,,Arts & Crafts ceramics and contemporary pottery,,HTTP://WWW.PEWABIC.ORG/,Wayne,Detroit
Marquette Maritime Museum,46.5408,-87.39285,HST,,,"website, collection of Great Lakes Lighthouse lenses including 2nd, 3rd and 4th order ""Classical"" Fresnel Lenses, also operates Marquette Harbor Light",,https://en.wikipedia.org/wiki/Marquette_Maritime_Museum,Marquette,Marquette
Frederik Meijer Gardens And Sculpture Park,42.98074,-85.59028,BOT,,,"Botanical gardens with a conservatory, sculpture park and museum with over 170 sculptures by artists including Magdalena Abakanowicz, Jonathan Borofsky, Alexander Calder, Anthony Gormley, Mark di Suvero, Henry Moore, Claes Oldenburg, Marshall Fredericks, Arnaldo Pomodoro and Kenneth Snelson",,HTTP://WWW.MEIJERGARDENS.ORG,Kent,Grand Rapids
Holocaust Memorial Center,42.5051,-83.35901,HST,,,"Includes Museum of European Jewish Heritage, International Institute of the Righteous",,HTTP://WWW.HOLOCAUSTCENTER.ORG,Oakland,Farmington Hills
Crystal Lake Art Center,44.61929,-86.19353,ART,,,,,HTTP://OLIVERARTCENTERFRANKFORT.ORG/,Benzie,Frankfort
Southern Michigan Railroad Society,42.07016,-83.97385,HST,,,Heritage railroad and museum,,HTTP://SOUTHERNMICHIGANRAILROAD.COM/,Lenawee,Clinton
Leila Arboretum Society,42.33528,-85.21382,BOT,,,,,HTTP://WWW.LEILAARBORETUMSOCIETY.ORG/,Calhoun,
Buckham Fine Arts Project,43.02101,-83.60844,ART,,,,,HTTP://WWW.BUCKHAMGALLERY.ORG,Genesee,
Durand Union Station,42.91083,-83.98231,HST,,,"Also known as Michigan Railroad History Museum, trains in WW II, Wallace Circus train wreck, Presidential whistle stops in Durand, model trains",,HTTP://WWW.DURANDSTATION.ORG,Shiawassee,Durand
Motown Museum,42.37575,-83.05888,HST,,,"Also known as Hitsville U.S.A., dedicated to the legacy of the Motown Records, its artists and music",,http://www.motownmuseum.org/,Wayne,Detroit
Chelsea Area Historical Society,42.31924,-84.01942,HSC,,,"website, operated by the Chelsea Area Historical Society",,HTTP://WWW.CHELSEAHISTORY.ORG,Washtenaw,Chelsea
Grand Traverse Lighthouse Museum,45.16279,-85.6044,HST,,,Lighthouse and maritime museum located within Leelanau State Park,,HTTP://WWW.GRANDTRAVERSELIGHTHOUSE.COM/,Leelanau,Northport
Tuskegee Airmen National Historical Museum,42.29984,-83.09909,HST,,,"website, located at Fort Wayne, history of blacks in aviation in World War II up until the integration of the Armed Forces, open by appointment",,HTTP://WWW.TUSKEGEEMUSEUM.ORG/,Wayne,Detroit
Curious Kids' Museum,42.10903,-86.48357,CMU,,,website,,https://en.wikipedia.org/wiki/Curious_Kids'_Museum?action=edit&redlink=1,Berrien,St. Joseph
Uss Silversides Submarines Museum,43.22787,-86.33675,HST,,,"Includes the museum, USS Silversides (SS-236) submarine and USS McLane Coast Guard cutter; formerly known as the Great Lakes Naval Memorial & Museum",,HTTP://SILVERSIDESMUSEUM.ORG/,Muskegon,Muskegon
River Of History Museum,46.49713,-84.34787,HST,,,"website, history of the St. Mary's River and its inhabitants",,https://en.wikipedia.org/wiki/River_Of_History_Museum?action=edit&redlink=1,Chippewa,Sault S Marie
Great Lakes Aquarium,43.21134,-86.22867,ZAW,,,"Located at Belle Isle Park in the SS William Clay Ford Pilot House, operated by the Detroit Historical Society",,HTTP://GLAQUARIUM.ORG/,Muskegon,Muskegon
Upper Peninsula Children'S Museum,46.54082,-87.39479,CMU,,,website,,HTTP://WWW.UPCHILDRENSMUSEUM.COM/,Marquette,Marquette
Huron County Nature Center,44.02383,-82.99507,BOT,,,,,HTTP://WWW.HURONNATURECENTER.ORG,Huron,
Belle Isle Botanical Society Bibs,42.35207,-82.994,BOT,,,,,HTTP://BELLEISLECONSERVANCY.ORG/,Wayne,
Raven Hill Discovery Center,45.14699,-85.05507,CMU,,,"Regional science and technology center, also art, history and culture",,HTTP://WWW.RAVENHILLDISCOVERYCENTER.ORG,Charlevoix,East Jordan
Chassell Historical Organization,47.0029,-88.5381,HST,,,,,,Houghton,Chassell
Williamston Depot Museum,42.69169,-84.28777,HST,,,Operated by the Clio Historical Association[20],,"https://en.wikipedia.org/wiki/Depot_(Clio,_Michigan)?action=edit&redlink=1",Ingham,Clio
Cadillac Lasalle Club Museum And Research,42.51271,-83.39292,HST,,,,,,Oakland,
Manistee Art Institute,44.2505,-86.31672,ART,,,"website, located in a historic store, exhibits include the Civil War, pioneer life, antiques and maritime history; also operates another facility in the historic Waterworks building, exhibits include logging, railroad, and marine exhibits and memorabilia of Manistee in the 19th century",,HTTP://WWW.MANISTEEARTINSTITUTE.ORG/,Manistee,Manistee
Dominos Farms Petting Farm,42.27276,-83.76611,ZAW,,,,,HTTP://WWW.PETTINGFARM.COM/,Washtenaw,
Old Fence Rider Historical Center Museum,43.40561,-85.03565,HST,,,"website, historical collection of Western heritage[51]",,HTTP://WWW.MONTCALM.ORG,Montcalm,Edmore
Foundation And Museum Of The 1St Polish Armoured Division Association,42.51068,-83.06382,HST,,,,,,Macomb,
Planet Art,42.33433,-83.0484,ART,,,,,HTTP://WWW.PUPPETART.ORG/,Wayne,Detroit
Thumb Octagon Barn,43.66436,-83.26206,HST,,,"website, agriculture tools, equipment, buildings",,HTTP://WWW.THUMBOCTAGONBARN.ORG,Tuscola,Gagetown
Keweenaw Children'S Museum,47.11535,-88.58852,CMU,,,,,https://en.wikipedia.org/wiki/Flint_Children's_Museum,Houghton,Flint
Great Lakes Children'S Museum,44.77569,-85.65649,CMU,,,website,,HTTP://GREATLAKESKIDS.ORG/,Leelanau,Traverse City
Michigan Firehouse Museum And Education Center,42.24589,-83.60845,HST,,,"website, formerly Ypsilanti Antique Auto, Truck and Fire Museum, then Michigan Antique Fire Equipment Preservation Group Museum",,HTTP://WWW.MICHIGANFIREHOUSEMUSEUM.ORG,Washtenaw,Ypsilanti
Midland Center For The Arts,43.62518,-84.25004,GMU,,,"Performing arts and museum complex, includes Alden B. Dow Museum of Science & Art and Midland County Historical Society's Heritage Park",,HTTP://WWW.MCFTA.ORG,Midland,Midland
Model-T Automotive Heritage Complex,42.38979,-83.09253,SCI,,,,,,Wayne,
Mid-Michigan Children'S Museum,43.41961,-83.94643,CMU,,,website,,HTTP://WWW.MIDMICM.ORG,Saginaw,Saginaw
Lakeshore Nature Center,42.74872,-86.20094,BOT,,,"website, area natural and cultural history, lumber industry, and Scolnik House, a Depression-era period house",,https://en.wikipedia.org/wiki/Lakeshore_Museum_Center?action=edit&redlink=1,Allegan,Muskegon
Botanical Garden Society Of Northwest Michigan,44.77023,-85.65937,BOT,,,,,HTTP://WWW.THEBOTANICGARDEN.ORG/,Grand Traverse,Traverse City
Fighting Falcon Military Museum,43.17862,-85.26128,HST,,,,,HTTP://WWW.THEFIGHTINGFALCON.COM/,Montcalm,
Museum Of New Art,42.81979,-82.97506,ART,,,"Contemporary art, commonly known as MoNA, locations in Troy and Armada, Michigan",,https://en.wikipedia.org/wiki/Museum_of_New_Art,Macomb,Troy
Paul Dickerson Studio Art Museum,42.43002,-86.2592,ART,,,,,,Allegan,
Harris Nature Center,42.69571,-84.37827,BOT,,,,,,Ingham,
Forever Curious Children'S Museum,42.59418,-86.10323,CMU,,,"website, formerly known as Allegan County Children's Museum, trying to open a location in Allegan",,HTTP://FOREVERCURIOUSMUSEUM.ORG/,Allegan,Fennville
Kingman Museum,42.3388,-85.21011,NAT,,,"Exhibits include paleontology, geology specimens, wildlife mounts, a preserved human embryo and fetus exhibit, Native American artifacts and a planetarium",,HTTP://WWW.KINGMANMUSEUM.ORG,Calhoun,Battle Creek
Wills Sainte Claire Museum,42.88791,-82.48322,HST,,,,,HTTP://WILLSAUTOMUSEUM.ORG,St. Clair,Marysville
Partnership For The Arts & Humaniti Es,42.34685,-83.43724,ART,,,,,HTTP://PARTNERSHIPFORARTS.ORG/,Wayne,
Art Center Of Battle Creek,42.33013,-85.16893,ART,,,"website, hosts 10-12 varied shows each year, including annual Michigan Artist Competition exhibition",,HTTP://WWW.ARTCENTEROFBATTLECREEK.ORG,Calhoun,Battle Creek
Detroit Zoo,42.4754,-83.14873,ZAW,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,https://en.wikipedia.org/wiki/Detroit_Historical_Museum,Oakland,Detroit
John Ball Zoological Society,42.97046,-85.67271,ZAW,,,,,HTTP://WWW.JOHNBALLZOOSOCIETY.ORG,Kent,
Genesee County Historical & Museum Society,43.01754,-83.69521,HST,,,,,HTTP://GENESEEHISTORY.ORG/ABOUT-US.HTML,Genesee,
History Center At Courthouse Square,41.94821,-86.34102,HST,,,"website, operated by the Berrien County Historical Association, includes 1839 Courthouse, 1830 Log House, 1870 Sheriff's House",,HTTP://WWW.BERRIENHISTORY.ORG/,Berrien,Berrien Springs
Curtis Museum,42.41663,-83.18373,GMU,,,,,,Wayne,Detroit
Farwell Area Historical Museum,43.835,-84.86769,HST,,,,,,Clare,Farwell
Macomb Children'S Hands On Museum,42.59244,-82.88018,CMU,,,,,,Macomb,
Dinnerware Museum,42.2853,-83.74819,NAT,,,,,HTTP://DINNERWAREMUSEUM.ORG/THREECOURSES.HTML,Washtenaw,
Cass County Pioneer Log Cabin Museum,41.90352,-86.01206,HST,,,"Includes tools, farm equipment, quilts and dolls",,https://en.wikipedia.org/wiki/Pioneer_Log_Cabin_Museum,Cass,Cassopolis
Binder Park Zoological Society,42.24644,-85.15542,ZAW,,,,,HTTP://WWW.BINDERPARKZOO.ORG/,Calhoun,
Scidmore Park Petting Zoo,41.93596,-85.63565,ZAW,,,,,,St. Joseph,
Au Sable Institute Of Environmental Studies,44.8314,-84.95878,BOT,,,,,HTTP://AUSABLE.ORG/,Kalkaska,Mancelona
Battle Creek Outdoor Education Center,42.49713,-85.26378,BOT,,,,,HTTP://WWW.CLEARLAKECAMP.ORG,Barry,Dowling
Clear Lake Education Center,45.74258,-87.08426,BOT,,,,,HTTP://WWW.CLEARLAKEINFO.ORG,Delta,Escanaba
Degraaf Nature Center,42.77554,-86.13731,BOT,,,,,,Ottawa,Holland
Devries Nature Conservancy,43.02902,-84.18292,BOT,,,,,HTTPS://SITES.GOOGLE.COM/A/DEVRIESNATURE.ORG/HOME/,Shiawassee,Owosso
Dinosaur Hill Nature Preserve,42.69169,-83.14047,BOT,,,,,,Oakland,Rochester
Farmington Hills Nature Center,42.48542,-83.33045,BOT,,,,,HTTP://WWW.FHGOV.COM,Oakland,Farmington Hills
Fenner Conservancy,42.71182,-84.52294,BOT,,,,,HTTP://WWW.MYNATURECENTER.ORG,Ingham,Lansing
Fernwood Botanical Garden & Nature Preserve,41.86972,-86.34005,BOT,,,,,HTTP://WWW.FERNWOODBOTANICAL.ORG/,Berrien,Niles
For-Mar Nature Preserve & Arboretum,43.03817,-83.61552,BOT,,,,,HTTP://WWW.GENESEECOUNTYPARKS.ORG,Genesee,Burton
Grand Traverse Conservation District,44.76394,-85.64401,BOT,,,,,HTTP://NATUREISCALLING.ORG/,Grand Traverse,Traverse City
Grass River Natural Area,44.96746,-85.20593,BOT,,,"website, history of the St. Mary's River and its inhabitants",,HTTP://WWW.GRASSRIVER.ORG,Antrim,Bellaire
Howell Nature Center,42.52434,-83.95051,BOT,,,,,HTTP://HOWELLNATURECENTER.ORG/,Livingston,Howell
Huron-Clinton Metroparks (Previously Lake St. Clair Metropark),42.58059,-82.83684,BOT,,,website,,HTTP://WWW.METROPARKS.COM,Macomb,Harrison Township
Ottawa County Parks And Recreation Commission,42.94292,-86.08715,BOT,,,,,HTTP://WWW.MIOTTAWA.ORG/PARKS/,Ottawa,West Olive
Outdoor Discovery Center,42.72629,-86.09551,BOT,,,,,HTTP://OUTDOORDISCOVERY.ORG/,Allegan,Holland
Pierce Cedar Creek Institute,42.53706,-85.30452,BOT,,,,,HTTP://WWW.CEDARCREEKINSTITUTE.ORG,Barry,Hastings
Pine River Nature Center - St. Clair County,42.9771,-82.64391,BOT,,,"website, history of the St. Mary's River and its inhabitants",,HTTP://WWW.SCCRESA.ORG,St. Clair,Goodells
Sarett Nature Center,42.15239,-86.3789,BOT,,,,,HTTP://SARETT.COM/,Berrien,Benton Harbor
Tamarack Camps,42.84905,-83.5114,BOT,,,,,HTTP://TAMARACKCAMPS.COM/,Oakland,Ortonville
Woldumar Nature Association,42.71435,-84.60213,BOT,,,,,HTTP://WOLDUMAR.ORG,Ingham,Lansing
Replica Fighters Association,42.19869,-86.24517,SCI,,,,,,Berrien,
Great Lakes Maritime Heritage Center,45.0683,-83.43371,ZAW,,,"Headquarters for the Thunder Bay National Marine Sanctuary, features exhibits on shipwrecks and the Great Lakes",,HTTP://THUNDERBAY.NOAA.GOV/,Alpena,Alpena
Shalom Street,42.5419,-83.40053,CMU,,,,,,Oakland,West Bloomfield
Card Wildlife Education Center,43.693,-85.47763,ZAW,,,"website, part of Ferris State University, wildlife dioramas",,HTTP://WWW.FERRIS.EDU/CARD/,Mecosta,Big Rapids
Children'S Zoo At Celebration Square,43.4471,-83.92073,ZAW,,,,,HTTP://WWW.SAGINAWZOO.COM/,Saginaw,Saginaw
W.K. Kellogg Bird Sanctuary,42.7356,-84.49352,ZAW,,,,,,Ingham,
Abrams Planetarium,42.7356,-84.49352,SCI,,,,,,Ingham,
Acheson Planetarium,42.59638,-83.25711,SCI,,,,,HTTP://SCIENCE.CRANBROOK.EDU,Oakland,Bloomfield Hills
Air Zoo,42.2301,-85.55738,SCI,,,"Formerly the Kalamazoo Aviation History Museum, part aviation museum and part amusement park, includes Michigan Space Science Center, simulators, historic airplanes, aviation exhibits, Michigan Aviation Hall of Fame",,HTTP://WWW.AIRZOO.ORG,Kalamazoo,Portage
Alden B. Dow Museum Of Science & Art,43.62601,-84.25203,SCI,,,Science gallery and gallery space featuring changing visual art and science exhibitions; part of the Midland Center for the Arts,,HTTP://WWW.MCFTA.ORG,Midland,Midland
Carr-Fles Planetarium,43.24818,-86.19397,SCI,,,,,,Muskegon,
Chester H. Wilson Geology Museum,43.01831,-83.67045,SCI,,,,,,Genesee,
Detroit Observatory,42.25286,-83.7389,SCI,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,https://en.wikipedia.org/wiki/Detroit_Historical_Museum,Washtenaw,Detroit
Emu Planetarium,42.24689,-83.61757,SCI,,,,,,Washtenaw,
Environmental Interpretive Center,42.25286,-83.7389,SCI,,,,,HTTP://UMDEARBORN.EDU/EIC/,Washtenaw,
Kalamazoo Valley Museum Planetarium,42.26692,-85.56631,SCI,,,"History, science, technology, operated by Kalamazoo Valley Community College",,https://en.wikipedia.org/wiki/Kalamazoo_Valley_Museum,Kalamazoo,Kalamazoo
Michigan State University Horticulture Gardens,42.7356,-84.49352,BOT,,,"website, part of Michigan State University, natural history, culture including Asia, Africa, and the Americas, and the Great Lakes Quilt Center",,HTTP://WWW.HRT.MSU.EDU/OUR-GARDENS/,Ingham,East Lansing
Museum Of Zoology,42.25286,-83.7389,SCI,,,,,,Washtenaw,
Robert T. Longway Planetarium,43.02226,-83.67945,SCI,,,,,HTTP://WWW.LONGWAY.ORG,Genesee,Flint
Roger B. Chaffee Planetarium,42.96647,-85.67642,SCI,,,,,HTTP://WWW.GRPM.ORG/EXPLORE/PLANETARIUM/,Kent,Grand Rapids
Besser Museum For Northeast Michigan,45.07942,-83.44319,SCI,,,"website, art, science, natural history, history, planetarium; also known as Jesse Besser Museum. Contains Fishing Tug Katherine V, last extant wooden Great Lakes fishing tug. The Besser Museum Sky Theater",,HTTP://WWW.BESSERMUSEUM.ORG,Alpena,Alpena
Center For Cultural And Natural History,43.61374,-84.77419,NAT,,,"website, part of Central Michigan University, natural history dioramas, cultural artifacts",,HTTPS://WWW.CMICH.EDU/ACADEMICS/PAGES/COLLEGES.ASPX,Isabella,Mount Pleasant
Grosscup Museum Of Anthropology,42.36368,-83.05725,NAT,,,,,,Wayne,
Kelsey Museum Of Archaeology,42.25286,-83.7389,NAT,,,"Part of the University of Michigan, Mediterranean civilizations",,https://en.wikipedia.org/wiki/Kelsey_Museum_of_Archaeology,Washtenaw,Ann Arbor
Museum Of Anthropology,42.25286,-83.7389,NAT,,,,,,Washtenaw,
Museum Of Natural History,42.36368,-83.05725,NAT,,,"website, part of Central Michigan University, natural history dioramas, cultural artifacts",,https://en.wikipedia.org/wiki/Museum_of_Cultural_&_Natural_History?action=edit&redlink=1,Wayne,Mount Pleasant
University Of Michigan Museum Of Natural History,42.25286,-83.7389,NAT,,,"Part of the University of Michigan, dinosaur exhibits, Michigan wildlife, anthropology, geology and a planetarium. University of Michigan research museums: Museum of Anthropology, Museum of Paleontology, Museum of Zoology, University Herbarium",,https://en.wikipedia.org/wiki/University_of_Michigan_Museum_of_Natural_History,Washtenaw,Ann Arbor
Andrews University Campus Arboretum,41.94859,-86.35373,BOT,,,,,,Berrien,
Applewood - The C.S. Mott Estate,43.0224,-83.67916,BOT,,,,,HTTP://WWW.RUTHMOTTFOUNDATION.ORG/,Genesee,Flint
Botanic Garden At Historic Barns Park,44.76223,-85.62391,BOT,,,,,,Grand Traverse,
Dow Gardens,43.62064,-84.25407,BOT,,,,,,Midland,Midland
Hidden Lake Gardens,42.7356,-84.49352,BOT,,,,,HTTP://HIDDENLAKEGARDENS.MSU.EDU,Ingham,
Historic Ford Estates,42.45056,-82.87306,BOT,,,,,HTTP://WWW.FORDHOUSE.ORG,Wayne,Grosse Pointe Shores
Matthaei Botanical Gardens,42.25286,-83.7389,BOT,,,,,HTTP://WWW.LSA.UMICH.EDU/MBG/,Washtenaw,
W.J. Beal Botanical Garden,42.7356,-84.49352,BOT,,,,,,Ingham,
Whitehouse Nature Center,42.24386,-84.74459,BOT,,,,,,Calhoun,
Windmill Island Gardens,42.79216,-86.10241,BOT,,,"240-year-old working Dutch windmill (De Zwaan) on 36 acres (150,000 m2) of gardens; Posthouse Museum is a replica of a 14th-century wayside inn",,https://en.wikipedia.org/wiki/Windmill_Island,Ottawa,Holland
Arts Center Gallery,46.49178,-84.36596,ART,,,"website, part of Lake Superior State University, houses the L. F. Noyes Collection of Native American and Western Art",,https://en.wikipedia.org/wiki/LSSU_Arts_Center_Gallery?action=edit&redlink=1,Chippewa,Sault Ste. Marie
Bobbit Visual Arts Center,42.24386,-84.74459,ART,,,,,HTTP://WWW.ALBION.EDU/,Calhoun,
Brown & Juanita C. Ford Art Gallery,42.32665,-83.05658,ART,,,,,HTTP://WWW.WCCCD.EDU/ABOUT/ART_GALLERIES.HTM,Wayne,
Center Art Gallery,42.92701,-85.59051,ART,,,website,,https://en.wikipedia.org/wiki/Ferris_State_University,Kent,Big Rapids
Center Galleries,42.36097,-83.06432,ART,,,"website, six galleries in both Grand Rapids and Allendale",,https://en.wikipedia.org/wiki/Grand_Valley_State_University,Wayne,Grand Rapids
Cranbrook Art Museum,42.61986,-83.24777,ART,,,"Contemporary art, part of the Cranbrook Academy of Art",,https://en.wikipedia.org/wiki/Cranbrook_Art_Museum,Oakland,Bloomfield Hills
De Pree Art Gallery,42.79025,-86.10194,ART,,,,,,Ottawa,
Devos Art Museum,46.55658,-87.39639,ART,,,"website, part or the Art and Design Department at Northern Michigan University",,HTTP://ART.NMU.EDU/DEPARTMENT/MUSEUM/INDEX.HTM,Marquette,Marquette
Eli And Edythe Broad Art Museum,42.7356,-84.49352,ART,,,"Part of Michigan State University, contemporary art",,HTTP://BROADMUSEUM.MSU.EDU,Ingham,East Lansing
Ferris State University Fine Art Gallery,43.693,-85.47763,ART,,,website,,https://en.wikipedia.org/wiki/Ferris_State_University,Mecosta,Big Rapids
Flora Kirsch Beck Art Gallery,43.37909,-84.67264,ART,,,"website, part of Alma College",,https://en.wikipedia.org/wiki/Flora_Kirsch_Beck_Gallery?action=edit&redlink=1,Gratiot,Alma
Ford Gallery,42.20002,-83.60172,ART,,,,,,Washtenaw,
Gallery,42.4169,-83.15687,ART,,,"website, part of Wayne State University",,https://en.wikipedia.org/wiki/Elaine_L._Jacob_Gallery?action=edit&redlink=1,Wayne,Detroit
Gallery Of Art,42.95836,-85.62413,ART,,,website,,https://en.wikipedia.org/wiki/Ferris_State_University,Kent,Big Rapids
Gallery One,42.26653,-83.66663,ART,,,,,HTTP://WWW.WCCNET.EDU/NEWS-EVENTS/ARTICLES/VIEW/127/,Washtenaw,
Ganton Art Gallery,42.20533,-84.55293,ART,,,"website, part of Spring Harbor University",,https://en.wikipedia.org/wiki/Ganton_Art_Gallery?action=edit&redlink=1,Jackson,Spring Arbor
Grand Valley State University Art Gallery,42.96959,-85.93324,ART,,,website,,https://en.wikipedia.org/wiki/Ferris_State_University,Ottawa,Big Rapids
Grcc Collins Art Gallery,42.9658,-85.66629,ART,,,,,HTTP://WWW.GRCC.EDU/VISUALARTS/GRCCCOLLINSARTGALLERY,Kent,
Humanities Art Center,43.01397,-83.71108,ART,,,,,HTTP://WWW.KETTERING.EDU/ACADEMICS/DEPARTMENTS/LIBERAL-STUDIES/COMMUNITY-RESOURCES/HUMANITIES-ART-CENTER-AND-GALLERY,Genesee,
Instruction North Art Gallery,43.24549,-85.15832,ART,,,,,,Montcalm,
Jeannette Hare Art Gallery,43.62903,-84.27483,ART,,,,,HTTPS://WWW.NORTHWOOD.EDU/MEDIA/PRESSROOM/NEWSARCHIVES/ARTICLE/2012/FLORIDAS-JEANNETTE-HARE-ART-GALLERY-SHOWCASES-ART-TEACHER-EXHIBIT.ASPX,Midland,
Klemm Gallery,41.90528,-84.0135,ART,,,,,HTTP://WWW.STUDIOANGELICO.COM/KLEMMGALLERY/,Lenawee,
Livonia Fine Arts Gallery,42.41913,-83.4327,ART,,,,,HTTP://WWW.SCHOOLCRAFT.EDU/NEWS-AND-EVENTS/COLLEGE-NEWS/2013/08/27/FACULTY-MEMBER'S-ARTWORK-WILL-BE-DISPLAYED-IN-LIVONIA#.VLBO1LD0XDG,Wayne,
Manierre Dawson Gallery,43.89596,-86.33835,ART,,,,,HTTP://WWW.WESTSHORE.EDU/COMMUNITY/ARTS_MUSIC_CULTURE/MANIERRE_DAWSON_GALLERY/INDEX.HTML,Mason,
Meadow Brook Art Gallery,42.67225,-83.19371,ART,,,,,HTTP://WWW.MEADOWBROOKHALL.ORG/EXPLORE/HISTORY/MEADOWBROOKHALL,Oakland,
Museum Of Contemporary Art Detroit,42.41707,-83.13987,ART,,,,,https://en.wikipedia.org/wiki/Museum_of_Contemporary_Art_Detroit,Wayne,Detroit
Potter Center Art Gallery,42.1675,-84.40585,ART,,,"website, part of Spring Harbor University",,HTTP://WWW.JCCMI.EDU/NEWS/PRESSRELEASES/DOCS/FACIALVISION_FLYER.PDF,Jackson,Spring Arbor
Sisson Art Gallery,42.32414,-83.23394,ART,,,"website, part of Spring Harbor University",,HTTPS://HSS.HFCC.EDU/SISSON-ART-GALLERY,Wayne,Spring Arbor
Spiral Gallery,42.97084,-82.4247,ART,,,,,HTTP://WWW.SC4.EDU/SPIRAL-GALLERY/,St. Clair,
Student Gallery,43.96113,-84.76774,ART,,,,,HTTPS://WWW.MIDMICH.EDU/?GID=2&SID=64&PID=997,Clare,
Ucen Fine Arts Gallery,42.25286,-83.7389,ART,,,,,HTTP://WWW.UMFLINT.EDU/COMARTS/VISUAL-ARTS-EVENTS,Washtenaw,
University Art Gallery,42.20002,-83.60172,ART,,,website,,https://en.wikipedia.org/wiki/Ferris_State_University,Washtenaw,Big Rapids
University Of Michigan Museum Of Art,42.25286,-83.7389,ART,,,"Features European and Asian art, including some by Pablo Picasso, Helen Frankenthaler, and James McNeill Whistler. Outdoor sculptures include Orion and Daedalus.",,HTTP://WWW.UMMA.UMICH.EDU,Washtenaw,Ann Arbor
Warren Robbins Gallery And Slusser Gallery,42.25286,-83.7389,ART,,,,,,Washtenaw,
Wayne State University Community Arts Gallery,42.36368,-83.05725,ART,,,"website, part of Michigan State University, natural history, culture including Asia, Africa, and the Americas, and the Great Lakes Quilt Center",,https://en.wikipedia.org/wiki/Michigan_State_University_Museum,Wayne,East Lansing
Richmond Center For Visual Arts,42.26345,-85.60829,ART,,,,,,Kalamazoo,
Lincoln Classic Car Museum,42.44213,-85.42506,GMU,,,,,,Barry,Hickory Corners
Vsa Of Michigan,42.36057,-83.06527,GMU,,,,,HTTP://VSAMI.ORG/,Wayne,Detroit
Yankee Air Museum,42.22701,-83.63156,GMU,,,Located at Willow Run Airport,,https://en.wikipedia.org/wiki/Yankee_Air_Museum,Washtenaw,Ypsilanti
White River Light Station Museum,43.38729,-86.33572,GMU,,,,,HTTP://WWW.WHITERIVERLIGHTSTATION.ORG,Muskegon,Whitehall
Wolf Lake State Fish Hatchery,42.29209,-85.78492,GMU,,,,,HTTP://MICHIGAN.GOV,Van Buren,
Telephone Pioneer Museum,42.73494,-84.55238,GMU,,,"website, antique and novelty telephones and equipment, local history, operated by the Montrose Area Historical Association",,https://en.wikipedia.org/wiki/Montrose_Historical_and_Telephone_Pioneer_Museum?action=edit&redlink=1,Ingham,Montrose
Township Of East China Red Brick Museum,42.75374,-82.48979,GMU,,,,,,St. Clair,
Southern Michigan Railroad,42.00583,-83.94741,GMU,,,Heritage railroad and museum,,HTTP://WWW.SOUTHERNMICHIGANRAILROAD.ORG/,Lenawee,Clinton
Scarlet Macaw,41.8854,-86.59462,GMU,,,,,,Berrien,
Reflexology Institute,42.46539,-83.1375,GMU,,,,,,Oakland,
Saginaw Railway Museum,43.41961,-83.94643,GMU,,,"website, operated by the Saginaw Valley Railroad Historical Society, trains, railroad technology, model train exhibit",,https://en.wikipedia.org/wiki/Saginaw_Railway_Museum?action=edit&redlink=1,Saginaw,Saginaw
Pastways Heritage And History Center,42.47639,-83.37715,GMU,,,,,HTTP://WWW.PASTWAYS.INFO,Oakland,Farmington Hills
Peterson Steamship Company,42.6425,-86.20977,GMU,,,,,HTTP://WWW.KEEWATINMARITIMEMUSEUM.COM,Allegan,
Northwest Michigan Maritime Museum,44.63075,-86.24439,GMU,,,"website, Coast Guard and lifesaving, local fishing, maritime lore, Friends Good Will 1810 square topsail sloop",,https://en.wikipedia.org/wiki/Michigan_Maritime_Museum,Benzie,South Haven
Plank Road Museum,43.4079,-84.47184,GMU,,,"website, operated by the Breckenridge-Wheeler Area Historical Society",,https://en.wikipedia.org/wiki/Plank_Road_Museum?action=edit&redlink=1,Gratiot,Breckenridge
